,Date,Symbol,Adj Close,Close,Dividends,Result Close,Condition,MMA_10
55,2019-07-31,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[74.5, 96.09, 112.84, 133.21, 112.62, 85.39, 48.96]","[84.57, 109.87, 132.89, 133.21, 120.73, 92.73, 55.54]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.57, 109.87, 132.89, 133.21, 120.73, 92.73, 55.54]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[83.97, 105.7, 124.0, 123.36, 111.17, 86.49, 51.61]"
56,2019-08-30,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[75.09, 99.89, 125.31, 143.75, 112.92, 83.87, 50.11]","[85.08, 114.01, 147.28, 143.75, 121.05, 91.08, 56.74]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[85.08, 114.01, 147.28, 143.75, 121.05, 91.08, 56.74]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.17, 107.03, 127.37, 126.22, 112.55, 87.25, 52.49]"
57,2019-09-30,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[74.98, 98.71, 121.95, 138.87, 111.64, 85.43, 51.23]","[84.82, 112.47, 143.08, 138.87, 119.25, 92.4, 57.9]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.82, 112.47, 143.08, 138.87, 119.25, 92.4, 57.9]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.32, 108.1, 130.15, 128.56, 113.6, 88.06, 53.26]"
58,2019-10-31,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[75.22, 98.89, 120.6, 142.43, 112.36, 87.31, 51.03]","[84.95, 112.51, 141.24, 142.43, 120.02, 94.44, 57.57]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.95, 112.51, 141.24, 142.43, 120.02, 94.44, 57.57]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.46, 108.94, 132.12, 130.67, 115.58, 89.82, 54.36]"
59,2019-11-29,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[75.18, 98.21, 120.11, 137.86, 116.05, 91.2, 51.02]","[84.77, 111.57, 140.42, 137.86, 123.97, 98.65, 57.46]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.77, 111.57, 140.42, 137.86, 123.97, 98.65, 57.46]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.55, 109.6, 133.97, 131.98, 117.3, 91.38, 55.14]"
60,2019-12-31,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[75.3, 97.3, 116.27, 142.9, 118.02, 93.79, 51.9]","[84.63, 110.22, 135.48, 142.9, 125.56, 101.0, 58.34]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[84.63, 110.22, 135.48, 142.9, 125.56, 101.0, 58.34]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.64, 110.22, 135.51, 133.88, 118.83, 92.81, 55.81]"
61,2020-01-31,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[75.74, 100.67, 125.21, 149.33, 122.44, 93.15, 53.46]","[85.12, 114.04, 145.9, 149.33, 130.26, 100.31, 59.97]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[85.12, 114.04, 145.9, 149.33, 130.26, 100.31, 59.97]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.74, 110.95, 137.46, 136.61, 120.63, 93.99, 56.55]"
62,2020-02-28,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[76.4, 103.65, 133.5, 148.38, 113.64, 85.39, 48.37]","[85.73, 117.26, 155.31, 148.38, 120.9, 91.95, 54.16]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[85.73, 117.26, 155.31, 148.38, 120.9, 91.95, 54.16]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[84.9, 112.09, 140.62, 139.33, 121.25, 93.99, 56.59]"
63,2020-03-31,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[77.35, 107.51, 142.02, 148.05, 100.54, 75.66, 42.02]","[86.67, 121.48, 164.97, 148.05, 106.48, 81.04, 46.92]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[86.67, 121.48, 164.97, 148.05, 106.48, 81.04, 46.92]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[85.11, 113.35, 143.94, 141.8, 120.68, 93.51, 55.96]"
64,2020-04-30,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[77.56, 107.81, 143.75, 158.8, 112.3, 84.95, 44.83]","[86.8, 121.67, 166.74, 158.8, 118.94, 90.99, 49.94]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[86.8, 121.67, 166.74, 158.8, 118.94, 90.99, 49.94]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[85.31, 114.51, 147.33, 144.36, 120.72, 93.46, 55.45]"
65,2020-05-29,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[77.5, 108.16, 141.22, 162.91, 118.89, 89.72, 44.98]","[86.66, 121.94, 163.59, 162.91, 125.92, 96.1, 49.98]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[86.66, 121.94, 163.59, 162.91, 125.92, 96.1, 49.98]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[85.52, 115.72, 150.4, 147.33, 121.23, 93.8, 54.9]"
66,2020-06-30,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[77.52, 108.21, 141.69, 167.37, 124.03, 89.89, 44.8]","[86.61, 121.87, 163.93, 167.37, 131.0, 95.92, 49.68]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[86.61, 121.87, 163.93, 167.37, 131.0, 95.92, 49.68]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[85.68, 116.5, 152.07, 149.69, 122.23, 94.28, 54.19]"
67,2020-07-31,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[77.59, 109.13, 147.98, 185.43, 132.73, 94.34, 48.14]","[86.63, 122.8, 171.0, 185.43, 140.19, 100.67, 53.27]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[86.63, 122.8, 171.0, 185.43, 140.19, 100.67, 53.27]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[85.86, 117.54, 154.86, 154.35, 124.32, 95.11, 53.73]"
68,2020-08-31,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[77.57, 108.07, 140.51, 184.83, 145.32, 100.82, 49.51]","[86.56, 121.51, 162.19, 184.83, 153.48, 107.58, 54.68]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[86.56, 121.51, 162.19, 184.83, 153.48, 107.58, 54.68]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[86.02, 118.44, 156.95, 158.59, 127.67, 96.42, 53.44]"
69,2020-09-30,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[77.57, 108.43, 141.59, 177.12, 139.79, 97.64, 48.63]","[86.51, 121.82, 163.26, 177.12, 147.4, 103.74, 53.64]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[86.51, 121.82, 163.26, 177.12, 147.4, 103.74, 53.64]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[86.19, 119.46, 159.24, 162.51, 130.01, 96.93, 53.06]"
70,2020-10-30,"['SHY', 'IEF', 'TLT', 'GLD', 'MTUM', 'QUAL', 'SPLV']","[77.54, 106.93, 136.8, 176.2, 133.94, 95.11, 47.23]","[86.43, 120.06, 157.57, 176.2, 141.23, 101.05, 52.03]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[86.43, 120.06, 157.57, 176.2, 141.23, 101.05, 52.03]","['Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends', 'Close + Dividends']","[86.37, 120.45, 161.45, 165.84, 131.58, 96.93, 52.43]"
