2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025-Q1,2025-Q2
UAN,UAN,VIV,VIV,VIV,VIV,TSM,TSM
ULH,ULH,VMC,VMC,VMC,VMC,TT,TT
VLO,VLO,XYZ,XYZ,XYZ,XYZ,TTEK,TTEK
XOM,XOM,ZTS,ZTS,ZTS,ZTS,UTHR,UTHR
ACA,ACA,ZWS,ZWS,ZWS,ZWS,WAB,WAB
ADM,ADM,AAON,AAON,AAON,AAON,WINA,WINA
AIV,AIV,ACCS,ACCS,ACCS,ACCS,ADP,ADP
AMKR,AMKR,ADBE,ADBE,ADBE,ADBE,AMPH,AMPH
AMPH,AMPH,ADM,ADM,ADM,ADM,AMZN,AMZN
AMPY,AMPY,ADNT,ADNT,ADNT,ADNT,ARTW,ARTW
APA,APA,ADP,ADP,ADP,ADP,ASC,ASC
ARCB,ARCB,AER,AER,AER,AER,ASM,ASM
ATKR,ATKR,AGCO,AGCO,AGCO,AGCO,ASYS,ASYS
AVB,AVB,AIT,AIT,AIT,AIT,AU,AU
AVD,AVD,ALK,ALK,ALK,ALK,AVNT,AVNT
AVNS,AVNS,AMZN,AMZN,AMZN,AMZN,AVO,AVO
BBSI,BBSI,ANIP,ANIP,ANIP,ANIP,AWI,AWI
BCO,BCO,AOS,AOS,AOS,AOS,B,B
BLD,BLD,APG,APG,APG,APG,BALL,BALL
BSM,BSM,APTV,APTV,APTV,APTV,BCO,BCO
BWA,BWA,AVGO,AVGO,AVGO,AVGO,BCPC,BCPC
CBZ,CBZ,AWI,AWI,AWI,AWI,BRFS,BRFS
CCCS,CCCS,AWK,AWK,AWK,AWK,BWIN,BWIN
CCJ,CCJ,B,B,B,B,CAKE,CAKE
CCLD,CCLD,BALL,BALL,BALL,BALL,CAMT,CAMT
CCRD,CCRD,BBCP,BBCP,BBCP,BBCP,CARS,CARS
CHT,CHT,BBU,BBU,BBU,BBU,CCRD,CCRD
CLH,CLH,BG,BG,BG,BG,CGAU,CGAU
CMPO,CMPO,BLMN,BLMN,BLMN,BLMN,CHH,CHH
CNVS,CNVS,BOOM,BOOM,BOOM,BOOM,CLX,CLX
COOT,COOT,BRBR,BRBR,BRBR,BRBR,CMCSA,CMCSA
COP,COP,BSX,BSX,BSX,BSX,CMG,CMG
COST,COST,CALM,CALM,CALM,CALM,CMPR,CMPR
CPA,CPA,CCEP,CCEP,CCEP,CCEP,COST,COST
CPRT,CPRT,CCRN,CCRN,CCRN,CCRN,CPK,CPK
CRK,CRK,CIG,CIG,CIG,CIG,CRAI,CRAI
CTSH,CTSH,CMBT,CMBT,CMBT,CMBT,CRNT,CRNT
CVE,CVE,CME,CME,CME,CME,CWK,CWK
CVI,CVI,CMG,CMG,CMG,CMG,CXDO,CXDO
CX,CX,CMT,CMT,CMT,CMT,DAY,DAY
DAL,DAL,CNMD,CNMD,CNMD,CNMD,DCI,DCI
DEI,DEI,CNR,CNR,CNR,CNR,DIS,DIS
DIOD,DIOD,COLL,COLL,COLL,COLL,DLHC,DLHC
DIS,DIS,COO,COO,COO,COO,DORM,DORM
DOX,DOX,COST,COST,COST,COST,EAT,EAT
DVN,DVN,COTY,COTY,COTY,COTY,ECL,ECL
EEX,EEX,CPA,CPA,CPA,CPA,EFXT,EFXT
EOG,EOG,CPB,CPB,CPB,CPB,EHC,EHC
EP,EP,CROX,CROX,CROX,CROX,EIX,EIX
EPSN,EPSN,CVGI,CVGI,CVGI,CVGI,EME,EME
EQT,EQT,CWCO,CWCO,CWCO,CWCO,ESCA,ESCA
ESP,ESP,CXT,CXT,CXT,CXT,ESOA,ESOA
ETD,ETD,DAL,DAL,DAL,DAL,EVTC,EVTC
EXPE,EXPE,DDOG,DDOG,DDOG,DDOG,EXEL,EXEL
FDP,FDP,DGII,DGII,DGII,DGII,EZPW,EZPW
FICO,FICO,ECL,ECL,ECL,ECL,FCFS,FCFS
FWONA,FWONA,EME,EME,EME,EME,FDS,FDS
FWONK,FWONK,ENPH,ENPH,ENPH,ENPH,FFIV,FFIV
GLPI,GLPI,EPAC,EPAC,EPAC,EPAC,FICO,FICO
GPRK,GPRK,EPM,EPM,EPM,EPM,FTI,FTI
GSL,GSL,FAST,FAST,FAST,FAST,GDRX,GDRX
GTE,GTE,FDS,FDS,FDS,FDS,GHC,GHC
GTN,GTN,FFIV,FFIV,FFIV,FFIV,GILT,GILT
HHH,HHH,FLR,FLR,FLR,FLR,GLDD,GLDD
HSTM,HSTM,FMS,FMS,FMS,FMS,GNK,GNK
HUBG,HUBG,FN,FN,FN,FN,GNRC,GNRC
HURN,HURN,FORTY,FORTY,FORTY,FORTY,GOGL,GOGL
HVT,HVT,FSS,FSS,FSS,FSS,GTLS,GTLS
IART,IART,FSTR,FSTR,FSTR,FSTR,GTN,GTN
ICL,ICL,FTI,FTI,FTI,FTI,GVA,GVA
IEP,IEP,FTS,FTS,FTS,FTS,HAS,HAS
IIIN,IIIN,GHC,GHC,GHC,GHC,HBM,HBM
IMO,IMO,GILT,GILT,GILT,GILT,HLX,HLX
INSW,INSW,GO,GO,GO,GO,HOLX,HOLX
IR,IR,GRC,GRC,GRC,GRC,HRB,HRB
IRT,IRT,GSL,GSL,GSL,GSL,HRL,HRL
ITRN,ITRN,HPE,HPE,HPE,HPE,HUBB,HUBB
KFRC,KFRC,HSY,HSY,HSY,HSY,IBEX,IBEX
KNTK,KNTK,IBEX,IBEX,IBEX,IBEX,ICLR,ICLR
KNX,KNX,ICUI,ICUI,ICUI,ICUI,IDR,IDR
LBRT,LBRT,IDR,IDR,IDR,IDR,IDT,IDT
LKQ,LKQ,IDT,IDT,IDT,IDT,IDXX,IDXX
LRN,LRN,IDXX,IDXX,IDXX,IDXX,IMXI,IMXI
LSCC,LSCC,INFU,INFU,INFU,INFU,INFU,INFU
LSTR,LSTR,INSW,INSW,INSW,INSW,INGR,INGR
LXU,LXU,INTU,INTU,INTU,INTU,INSG,INSG
MBUU,MBUU,IR,IR,IR,IR,IPG,IPG
MCRI,MCRI,IT,IT,IT,IT,ITRN,ITRN
MGPI,MGPI,ITRI,ITRI,ITRI,ITRI,JYNT,JYNT
MLI,MLI,ITRN,ITRN,ITRN,ITRN,KEN,KEN
MO,MO,JBL,JBL,JBL,JBL,KEP,KEP
MOH,MOH,JBTM,JBTM,JBTM,JBTM,KEX,KEX
MP,MP,JCI,JCI,JCI,JCI,KGC,KGC
MPX,MPX,KELYA,KELYA,KELYA,KELYA,KGEI,KGEI
MRK,MRK,KELYB,KELYB,KELYB,KELYB,KMI,KMI
MTDR,MTDR,KEX,KEX,KEX,KEX,KRNT,KRNT
MTN,MTN,KLXE,KLXE,KLXE,KLXE,LAUR,LAUR
MYE,MYE,KMB,KMB,KMB,KMB,LCII,LCII
NAT,NAT,KOF,KOF,KOF,KOF,LLY,LLY
NC,NC,KOP,KOP,KOP,KOP,LPX,LPX
NJR,NJR,LAND,LAND,LAND,LAND,LXP,LXP
NOA,NOA,LIND,LIND,LIND,LIND,LYV,LYV
NOG,NOG,LNN,LNN,LNN,LNN,MAPS,MAPS
NOW,NOW,LRN,LRN,LRN,LRN,MAT,MAT
NVGS,NVGS,LSCC,LSCC,LSCC,LSCC,MCRI,MCRI
NXPI,NXPI,LWAY,LWAY,LWAY,LWAY,MDLZ,MDLZ
NXST,NXST,LYTS,LYTS,LYTS,LYTS,MDRR,MDRR
OC,OC,MAPS,MAPS,MAPS,MAPS,MEC,MEC
OLN,OLN,MAYS,MAYS,MAYS,MAYS,MEDP,MEDP
ON,ON,MDLZ,MDLZ,MDLZ,MDLZ,META,META
ORLA,ORLA,MKC,MKC,MKC,MKC,MKC,MKC
OTTR,OTTR,MLKN,MLKN,MLKN,MLKN,MKSI,MKSI
PAG,PAG,MMS,MMS,MMS,MMS,MLR,MLR
PARR,PARR,MOH,MOH,MOH,MOH,MMM,MMM
PAYC,PAYC,MSCI,MSCI,MSCI,MSCI,MO,MO
PAYX,PAYX,MTCH,MTCH,MTCH,MTCH,MRK,MRK
PBF,PBF,MTX,MTX,MTX,MTX,MSGS,MSGS
PBR,PBR,MWA,MWA,MWA,MWA,MTX,MTX
PDD,PDD,NEE,NEE,NEE,NEE,MTZ,MTZ
PHM,PHM,NGVC,NGVC,NGVC,NGVC,MU,MU
PNRG,PNRG,NHC,NHC,NHC,NHC,NCLH,NCLH
PPC,PPC,NOV,NOV,NOV,NOV,NCSM,NCSM
PRSU,PRSU,NOVT,NOVT,NOVT,NOVT,NGVC,NGVC
PSMT,PSMT,NSSC,NSSC,NSSC,NSSC,NOV,NOV
RES,RES,OEC,OEC,OEC,OEC,NOW,NOW
RGP,RGP,OSUR,OSUR,OSUR,OSUR,NYT,NYT
RPAY,RPAY,PAGP,PAGP,PAGP,PAGP,ORGO,ORGO
RPD,RPD,PAYX,PAYX,PAYX,PAYX,PANW,PANW
RRC,RRC,PDD,PDD,PDD,PDD,PCTY,PCTY
SAM,SAM,PEGA,PEGA,PEGA,PEGA,PDD,PDD
SBGI,SBGI,PHI,PHI,PHI,PHI,PKG,PKG
SFM,SFM,PINS,PINS,PINS,PINS,PLOW,PLOW
SLGN,SLGN,PLTR,PLTR,PLTR,PLTR,PM,PM
SM,SM,PSIX,PSIX,PSIX,PSIX,PNRG,PNRG
SPSC,SPSC,QLYS,QLYS,QLYS,QLYS,PNTG,PNTG
STLD,STLD,RACE,RACE,RACE,RACE,PNW,PNW
STNG,STNG,REVG,REVG,REVG,REVG,POWL,POWL
SU,SU,REXR,REXR,REXR,REXR,PPC,PPC
SXC,SXC,REYN,REYN,REYN,REYN,PRO,PRO
SYNA,SYNA,RGLD,RGLD,RGLD,RGLD,PRTH,PRTH
TCOM,TCOM,RGP,RGP,RGP,RGP,PSFE,PSFE
TEN,TEN,ROAD,ROAD,ROAD,ROAD,PSMT,PSMT
THO,THO,RTO,RTO,RTO,RTO,PZZA,PZZA
TK,TK,SAM,SAM,SAM,SAM,QCOM,QCOM
TNK,TNK,SAP,SAP,SAP,SAP,RAVE,RAVE
TPL,TPL,SBUX,SBUX,SBUX,SBUX,RCKY,RCKY
TRAK,TRAK,SGC,SGC,SGC,SGC,RCL,RCL
TRC,TRC,SHOP,SHOP,SHOP,SHOP,REVG,REVG
TRIP,TRIP,SKX,SKX,SKX,SKX,RGLD,RGLD
TRMD,TRMD,SMCI,SMCI,SMCI,SMCI,RIGL,RIGL
TSLA,TSLA,SMPL,SMPL,SMPL,SMPL,RMAX,RMAX
TSM,TSM,SNPS,SNPS,SNPS,SNPS,RMBS,RMBS
TTD,TTD,SPOK,SPOK,SPOK,SPOK,ROCK,ROCK
TTEK,TTEK,STNE,STNE,STNE,STNE,ROKU,ROKU
TWI,TWI,T,T,T,T,RPD,RPD
UGP,UGP,TAP,TAP,TAP,TAP,SBAC,SBAC
UMC,UMC,TCOM,TCOM,TCOM,TCOM,SBGI,SBGI
USFD,USFD,TDOC,TDOC,TDOC,TDOC,SCCO,SCCO
VC,VC,TEN,TEN,TEN,TEN,SEM,SEM
VET,VET,TEX,TEX,TEX,TEX,SFM,SFM
VIST,VIST,TH,TH,TH,TH,SGC,SGC
VLGEA,VLGEA,THC,THC,THC,THC,SHIP,SHIP
VMI,VMI,THRM,THRM,THRM,THRM,SMID,SMID
VNOM,VNOM,THS,THS,THS,THS,SNCR,SNCR
VPG,VPG,TK,TK,TK,TK,SNDL,SNDL
VTLE,VTLE,TNC,TNC,TNC,TNC,SNN,SNN
WDC,WDC,TPR,TPR,TPR,TPR,SNT,SNT
WDS,WDS,TRGP,TRGP,TRGP,TRGP,SPG,SPG
WEN,WEN,TRI,TRI,TRI,TRI,SPGI,SPGI
WES,WES,TYL,TYL,TYL,TYL,SPOT,SPOT
WHD,WHD,UGP,UGP,UGP,UGP,SSP,SSP
WLFC,WLFC,UHS,UHS,UHS,UHS,STNG,STNG
WLK,WLK,UPWK,UPWK,UPWK,UPWK,STRA,STRA
WMG,WMG,USAC,USAC,USAC,USAC,STRL,STRL
WMK,WMK,USFD,USFD,USFD,USFD,STRT,STRT
WNC,WNC,USLM,USLM,USLM,USLM,SUPN,SUPN
WTS,WTS,V,V,V,V,SXC,SXC
XHR,XHR,VLGEA,VLGEA,VLGEA,VLGEA,SXT,SXT
XPEL,XPEL,VRSK,VRSK,VRSK,VRSK,TCOM,TCOM
YPF,YPF,WDFC,WDFC,WDFC,WDFC,TDW,TDW
A,A,WLFC,WLFC,WLFC,WLFC,TENB,TENB
AAPL,AAPL,WNC,WNC,WNC,WNC,TG,TG
ABG,ABG,YETI,YETI,YETI,YETI,TGS,TGS
ADUS,ADUS,YUM,YUM,YUM,YUM,TMO,TMO
AEHR,AEHR,AAPL,AAPL,AAPL,AAPL,TNL,TNL
AEIS,AEIS,ABEV,ABEV,ABEV,ABEV,TOL,TOL
AER,AER,ACU,ACU,ACU,ACU,TPB,TPB
AFYA,AFYA,ADT,ADT,ADT,ADT,TRN,TRN
AIT,AIT,ADUS,ADUS,ADUS,ADUS,TSN,TSN
ALE,ALE,AGI,AGI,AGI,AGI,TTD,TTD
AMH,AMH,AGRO,AGRO,AGRO,AGRO,TXG,TXG
AOSL,AOSL,ALAR,ALAR,ALAR,ALAR,TXRH,TXRH
ARRY,ARRY,ALE,ALE,ALE,ALE,TZOO,TZOO
ASC,ASC,ALG,ALG,ALG,ALG,UAL,UAL
ASGN,ASGN,AMCX,AMCX,AMCX,AMCX,UNF,UNF
ASH,ASH,AMH,AMH,AMH,AMH,USAC,USAC
ATGE,ATGE,ARLO,ARLO,ARLO,ARLO,USLM,USLM
ATO,ATO,ARLP,ARLP,ARLP,ARLP,UTI,UTI
ATR,ATR,ARMN,ARMN,ARMN,ARMN,VCYT,VCYT
AVTR,AVTR,AROC,AROC,AROC,AROC,VITL,VITL
AWI,AWI,ARRY,ARRY,ARRY,ARRY,VLGEA,VLGEA
AXL,AXL,ASML,ASML,ASML,ASML,VMI,VMI
AXR,AXR,ASTE,ASTE,ASTE,ASTE,VNT,VNT
AXTA,AXTA,ASUR,ASUR,ASUR,ASUR,VRSN,VRSN
BATL,BATL,ATEN,ATEN,ATEN,ATEN,VTOL,VTOL
BCC,BCC,ATGE,ATGE,ATGE,ATGE,WDFC,WDFC
BDC,BDC,ATO,ATO,ATO,ATO,WES,WES
BEPC,BEPC,ATUS,ATUS,ATUS,ATUS,WKC,WKC
BOOM,BOOM,AVNT,AVNT,AVNT,AVNT,WLFC,WLFC
BOXL,BOXL,AVY,AVY,AVY,AVY,WMK,WMK
BSX,BSX,AWR,AWR,AWR,AWR,WOR,WOR
BTI,BTI,BBSI,BBSI,BBSI,BBSI,WPM,WPM
BTU,BTU,BCPC,BCPC,BCPC,BCPC,WTS,WTS
BUD,BUD,BDL,BDL,BDL,BDL,WWW,WWW
BWLP,BWLP,BDX,BDX,BDX,BDX,XYL,XYL
BXC,BXC,BJRI,BJRI,BJRI,BJRI,YETI,YETI
BYD,BYD,BKR,BKR,BKR,BKR,ZBRA,ZBRA
BZH,BZH,BLBD,BLBD,BLBD,BLBD,AA,AA
CALM,CALM,BLD,BLD,BLD,BLD,ABT,ABT
CARS,CARS,BP,BP,BP,BP,ACM,ACM
CAT,CAT,BR,BR,BR,BR,ACNT,ACNT
CC,CC,BRFS,BRFS,BRFS,BRFS,ADT,ADT
CCEC,CCEC,BRID,BRID,BRID,BRID,AES,AES
CCI,CCI,BRO,BRO,BRO,BRO,AFYA,AFYA
CCK,CCK,BSY,BSY,BSY,BSY,AGRO,AGRO
CECO,CECO,BWLP,BWLP,BWLP,BWLP,AIT,AIT
CHCI,CHCI,BYD,BYD,BYD,BYD,AJG,AJG
CHH,CHH,CAKE,CAKE,CAKE,CAKE,ALK,ALK
CHRD,CHRD,CAT,CAT,CAT,CAT,ALKS,ALKS
CHRW,CHRW,CBT,CBT,CBT,CBT,AMH,AMH
CLW,CLW,CBZ,CBZ,CBZ,CBZ,AMSC,AMSC
CMG,CMG,CHCI,CHCI,CHCI,CHCI,ANGI,ANGI
CMRE,CMRE,CHEF,CHEF,CHEF,CHEF,APPF,APPF
CNH,CNH,CHT,CHT,CHT,CHT,APPN,APPN
CNI,CNI,CIGI,CIGI,CIGI,CIGI,AR,AR
COTY,COTY,CL,CL,CL,CL,ARKO,ARKO
CP,CP,CLB,CLB,CLB,CLB,ARTNA,ARTNA
CPK,CPK,CLW,CLW,CLW,CLW,ATEN,ATEN
CPT,CPT,CMCSA,CMCSA,CMCSA,CMCSA,ATGE,ATGE
CRAI,CRAI,COKE,COKE,COKE,COKE,ATO,ATO
CSBR,CSBR,COLM,COLM,COLM,COLM,AUPH,AUPH
CSGS,CSGS,CSPI,CSPI,CSPI,CSPI,AVTR,AVTR
CTAS,CTAS,CTRE,CTRE,CTRE,CTRE,AXL,AXL
CVLG,CVLG,CVI,CVI,CVI,CVI,AZN,AZN
CVS,CVS,CVNA,CVNA,CVNA,CVNA,BBSI,BBSI
CWCO,CWCO,CX,CX,CX,CX,BBU,BBU
CWST,CWST,CXDO,CXDO,CXDO,CXDO,BDL,BDL
CXT,CXT,CYH,CYH,CYH,CYH,BIIB,BIIB
DAC,DAC,CZR,CZR,CZR,CZR,BIP,BIP
DAVA,DAVA,DAN,DAN,DAN,DAN,BJRI,BJRI
DBX,DBX,DCI,DCI,DCI,DCI,BLBD,BLBD
DCBO,DCBO,DIS,DIS,DIS,DIS,BLFS,BLFS
DEO,DEO,DIT,DIT,DIT,DIT,BRBR,BRBR
DHR,DHR,DJCO,DJCO,DJCO,DJCO,BRO,BRO
DHX,DHX,DUK,DUK,DUK,DUK,BSY,BSY
DK,DK,DVA,DVA,DVA,DVA,BWA,BWA
DLHC,DLHC,DXCM,DXCM,DXCM,DXCM,CAAP,CAAP
DLX,DLX,DXPE,DXPE,DXPE,DXPE,CAH,CAH
DTE,DTE,EB,EB,EB,EB,CAT,CAT
EB,EB,EDN,EDN,EDN,EDN,CCEC,CCEC
EC,EC,EGAN,EGAN,EGAN,EGAN,CCEL,CCEL
EML,EML,EGO,EGO,EGO,EGO,CCJ,CCJ
EPAM,EPAM,EGY,EGY,EGY,EGY,CCL,CCL
EPM,EPM,EIX,EIX,EIX,EIX,CCO,CCO
ERII,ERII,ELLO,ELLO,ELLO,ELLO,CDNA,CDNA
ESEA,ESEA,EMR,EMR,EMR,EMR,CDP,CDP
ESOA,ESOA,ENB,ENB,ENB,ENB,CDW,CDW
EXLS,EXLS,ENR,ENR,ENR,ENR,CHRW,CHRW
EXTR,EXTR,EPD,EPD,EPD,EPD,CIVI,CIVI
EZPW,EZPW,EVI,EVI,EVI,EVI,CL,CL
FANG,FANG,EXLS,EXLS,EXLS,EXLS,CLLS,CLLS
FBIN,FBIN,EXPE,EXPE,EXPE,EXPE,CLMB,CLMB
FC,FC,F,F,F,F,CMCL,CMCL
FCFS,FCFS,FBIN,FBIN,FBIN,FBIN,CME,CME
FLO,FLO,FCFS,FCFS,FCFS,FCFS,CNH,CNH
FLR,FLR,FDP,FDP,FDP,FDP,CNP,CNP
FMS,FMS,FET,FET,FET,FET,CNXC,CNXC
FN,FN,FLS,FLS,FLS,FLS,COKE,COKE
FOR,FOR,FMX,FMX,FMX,FMX,COR,COR
FORR,FORR,FROG,FROG,FROG,FROG,COTY,COTY
FOUR,FOUR,FSLY,FSLY,FSLY,FSLY,CP,CP
FRO,FRO,FVRR,FVRR,FVRR,FVRR,CPRT,CPRT
FRT,FRT,GBX,GBX,GBX,GBX,CPS,CPS
FSS,FSS,GETY,GETY,GETY,GETY,CRON,CRON
GEL,GEL,GFF,GFF,GFF,GFF,CROX,CROX
GIGM,GIGM,GILD,GILD,GILD,GILD,CTAS,CTAS
GILD,GILD,GLDD,GLDD,GLDD,GLDD,CTVA,CTVA
GO,GO,GLPI,GLPI,GLPI,GLPI,CUK,CUK
GOGO,GOGO,GNTX,GNTX,GNTX,GNTX,CVAC,CVAC
GRBK,GRBK,GOGO,GOGO,GOGO,GOGO,CVGW,CVGW
GRNT,GRNT,GOLF,GOLF,GOLF,GOLF,CVLG,CVLG
GSM,GSM,GPC,GPC,GPC,GPC,CVNA,CVNA
GT,GT,GRAB,GRAB,GRAB,GRAB,CWEN,CWEN
GTM,GTM,GRMN,GRMN,GRMN,GRMN,CX,CX
GVA,GVA,GRVY,GRVY,GRVY,GRVY,DAL,DAL
GWW,GWW,GTES,GTES,GTES,GTES,DCBO,DCBO
HBM,HBM,GTM,GTM,GTM,GTM,DE,DE
HDSN,HDSN,GWRS,GWRS,GWRS,GWRS,DFIN,DFIN
HGV,HGV,HALO,HALO,HALO,HALO,DIT,DIT
HLT,HLT,HBI,HBI,HBI,HBI,DKNG,DKNG
HOG,HOG,HBIO,HBIO,HBIO,HBIO,DVA,DVA
HSIC,HSIC,HLX,HLX,HLX,HLX,EBS,EBS
HST,HST,HOG,HOG,HOG,HOG,EDN,EDN
HSY,HSY,HP,HP,HP,HP,EEX,EEX
IBEX,IBEX,HPQ,HPQ,HPQ,HPQ,EGO,EGO
III,III,HVT,HVT,HVT,HVT,EL,EL
IMKTA,IMKTA,INOD,INOD,INOD,INOD,ELAN,ELAN
IPG,IPG,IPAR,IPAR,IPAR,IPAR,ELMD,ELMD
IPI,IPI,JAMF,JAMF,JAMF,JAMF,EMR,EMR
IQV,IQV,JAZZ,JAZZ,JAZZ,JAZZ,EPAC,EPAC
IRM,IRM,JBI,JBI,JBI,JBI,EPC,EPC
JBI,JBI,JJSF,JJSF,JJSF,JJSF,ERIC,ERIC
JKHY,JKHY,JOYY,JOYY,JOYY,JOYY,ET,ET
JOB,JOB,KAI,KAI,KAI,KAI,ETR,ETR
KAI,KAI,KEP,KEP,KEP,KEP,EVI,EVI
KBH,KBH,KNTK,KNTK,KNTK,KNTK,EVRG,EVRG
KHC,KHC,KOSS,KOSS,KOSS,KOSS,EXPE,EXPE
KLIC,KLIC,LAUR,LAUR,LAUR,LAUR,FC,FC
KMB,KMB,LBRT,LBRT,LBRT,LBRT,FCX,FCX
KMI,KMI,LEA,LEA,LEA,LEA,FE,FE
KNSA,KNSA,LFVN,LFVN,LFVN,LFVN,FI,FI
KOF,KOF,LII,LII,LII,LII,FLR,FLR
KOS,KOS,LMAT,LMAT,LMAT,LMAT,FLS,FLS
KRP,KRP,LNG,LNG,LNG,LNG,FLUT,FLUT
KTB,KTB,LSAK,LSAK,LSAK,LSAK,FMS,FMS
KVHI,KVHI,LSTR,LSTR,LSTR,LSTR,FN,FN
LLY,LLY,LVS,LVS,LVS,LVS,FND,FND
LMNR,LMNR,LXP,LXP,LXP,LXP,FNKO,FNKO
LNG,LNG,LYFT,LYFT,LYFT,LYFT,FORM,FORM
LNTH,LNTH,MANH,MANH,MANH,MANH,FORTY,FORTY
LYB,LYB,MDXG,MDXG,MDXG,MDXG,FRPT,FRPT
LYV,LYV,MED,MED,MED,MED,FSLR,FSLR
MA,MA,MEDP,MEDP,MEDP,MEDP,FSLY,FSLY
MAA,MAA,MELI,MELI,MELI,MELI,FSS,FSS
MANH,MANH,META,META,META,META,FSTR,FSTR
MAT,MAT,METC,METC,METC,METC,FTNT,FTNT
MCFT,MCFT,MMC,MMC,MMC,MMC,GDDY,GDDY
MEC,MEC,MO,MO,MO,MO,GETY,GETY
MEDP,MEDP,MRC,MRC,MRC,MRC,GM,GM
MERC,MERC,MSM,MSM,MSM,MSM,GOLF,GOLF
METC,METC,MUSA,MUSA,MUSA,MUSA,GRAB,GRAB
MHO,MHO,NAT,NAT,NAT,NAT,GRMN,GRMN
MLM,MLM,NATR,NATR,NATR,NATR,GTIM,GTIM
MMSI,MMSI,NDAQ,NDAQ,NDAQ,NDAQ,HCA,HCA
MPLX,MPLX,NET,NET,NET,NET,HCKT,HCKT
MPWR,MPWR,NGS,NGS,NGS,NGS,HCSG,HCSG
MRTN,MRTN,NICE,NICE,NICE,NICE,HIMS,HIMS
MSM,MSM,NOTV,NOTV,NOTV,NOTV,HL,HL
MTSI,MTSI,NOW,NOW,NOW,NOW,HLIO,HLIO
MU,MU,NTIC,NTIC,NTIC,NTIC,HLIT,HLIT
MXL,MXL,NVGS,NVGS,NVGS,NVGS,HNI,HNI
NBIX,NBIX,NYT,NYT,NYT,NYT,HOV,HOV
NDAQ,NDAQ,PAYO,PAYO,PAYO,PAYO,HUBG,HUBG
NEU,NEU,PBA,PBA,PBA,PBA,HUBS,HUBS
NTR,NTR,PCG,PCG,PCG,PCG,HURN,HURN
NVMI,NVMI,PDEX,PDEX,PDEX,PDEX,IAG,IAG
ODFL,ODFL,PII,PII,PII,PII,IDCC,IDCC
OI,OI,PLAB,PLAB,PLAB,PLAB,IESC,IESC
OIS,OIS,PLNT,PLNT,PLNT,PLNT,III,III
OLED,OLED,PLPC,PLPC,PLPC,PLPC,INTU,INTU
OPRA,OPRA,PM,PM,PM,PM,IP,IP
ORA,ORA,PNTG,PNTG,PNTG,PNTG,IRDM,IRDM
OUT,OUT,PODD,PODD,PODD,PODD,IT,IT
OXY,OXY,POWL,POWL,POWL,POWL,ITW,ITW
PAM,PAM,PPL,PPL,PPL,PPL,K,K
PAMT,PAMT,PRKS,PRKS,PRKS,PRKS,KAR,KAR
PBA,PBA,PRSU,PRSU,PRSU,PRSU,KBH,KBH
PCAR,PCAR,PSFE,PSFE,PSFE,PSFE,KDP,KDP
PCG,PCG,PSHG,PSHG,PSHG,PSHG,KHC,KHC
PCRX,PCRX,PSMT,PSMT,PSMT,PSMT,KMB,KMB
PCYO,PCYO,PYPL,PYPL,PYPL,PYPL,KNOP,KNOP
PENG,PENG,PZZA,PZZA,PZZA,PZZA,KOF,KOF
PEP,PEP,QSR,QSR,QSR,QSR,KTB,KTB
PFE,PFE,RAIL,RAIL,RAIL,RAIL,KW,KW
PG,PG,RBBN,RBBN,RBBN,RBBN,LEDS,LEDS
PI,PI,RCKY,RCKY,RCKY,RCKY,LH,LH
PK,PK,RCL,RCL,RCL,RCL,LII,LII
PKG,PKG,RDVT,RDVT,RDVT,RDVT,LIN,LIN
PLOW,PLOW,RMBS,RMBS,RMBS,RMBS,LIVN,LIVN
PLTR,PLTR,RNG,RNG,RNG,RNG,LKQ,LKQ
PMTS,PMTS,ROCK,ROCK,ROCK,ROCK,LMB,LMB
PNTG,PNTG,RPD,RPD,RPD,RPD,LMNR,LMNR
POOL,POOL,RSG,RSG,RSG,RSG,LNW,LNW
PRPH,PRPH,RSSS,RSSS,RSSS,RSSS,LOPE,LOPE
PRTS,PRTS,SBAC,SBAC,SBAC,SBAC,LSAK,LSAK
PSX,PSX,SBH,SBH,SBH,SBH,LW,LW
PUMP,PUMP,SBS,SBS,SBS,SBS,LWAY,LWAY
PWR,PWR,SCHL,SCHL,SCHL,SCHL,LYFT,LYFT
QCOM,QCOM,SEM,SEM,SEM,SEM,MAN,MAN
QIPT,QIPT,SHAK,SHAK,SHAK,SHAK,MCD,MCD
QLYS,QLYS,SHEN,SHEN,SHEN,SHEN,MCO,MCO
QSR,QSR,SLP,SLP,SLP,SLP,MED,MED
QUAD,QUAD,SMHI,SMHI,SMHI,SMHI,MEOH,MEOH
RACE,RACE,SON,SON,SON,SON,MHH,MHH
RBA,RBA,SONY,SONY,SONY,SONY,MHO,MHO
RCKY,RCKY,SPB,SPB,SPB,SPB,MMI,MMI
REI,REI,SPG,SPG,SPG,SPG,MMSI,MMSI
RMAX,RMAX,SPOT,SPOT,SPOT,SPOT,MNKD,MNKD
ROCK,ROCK,SPSC,SPSC,SPSC,SPSC,MPLX,MPLX
RTO,RTO,SRE,SRE,SRE,SRE,MRC,MRC
SAH,SAH,SRI,SRI,SRI,SRI,MSEX,MSEX
SBAC,SBAC,SSD,SSD,SSD,SSD,MTW,MTW
SBS,SBS,SSTK,SSTK,SSTK,SSTK,MWA,MWA
