total,url,exchangeId,instrumentType,symbolTicker,symbolExchangeTicker,normalizedTicker,symbolEsignalTicker,instrumentName,micCode
6703,https://www.nyse.com/quote/XNYS:BRO,558,COMMON_STOCK,BRO,BRO,BRO,BRO,BROWN & BROWN INC,XNYS
6703,https://www.nyse.com/quote/XNCM:BROG,564,COMMON_STOCK,BROG,BROG,BROG,BROG,BROOGE ENERGY LIMITED,XNCM
6703,https://www.nyse.com/quote/XNYS:BROS,558,COMMON_STOCK,BROS,BROS,BROS,BROS,DUTCH BROS INC,XNYS
6703,https://www.nyse.com/quote/XNYS:BRSP,558,REIT,BRSP,BRSP,BRSP,BRSP,BRIGHTSPIRE CAPITAL INC,XNYS
6703,https://www.nyse.com/quote/XNYS:BRT,558,REIT,BRT,BRT,BRT,BRT,BRT APARTMENTS CORP,XNYS
6703,https://www.nyse.com/quote/XNCM:BRTX,564,COMMON_STOCK,BRTX,BRTX,BRTX,BRTX,BIORESTORATIVE THERAPIES INC,XNCM
6703,https://www.nyse.com/quote/XNYS:BRW,558,CLOSED_END_FUND,BRW,BRW,BRW,BRW,SABA CAP INCOME & OPPORTUNITIES FD,XNYS
6703,https://www.nyse.com/quote/XNYS:BRX,558,REIT,BRX,BRX,BRX,BRX,BRIXMOR PROPERTY GROUP INC,XNYS
6703,https://www.nyse.com/quote/XNGS:BRY,564,COMMON_STOCK,BRY,BRY,BRY,BRY,BERRY CORPORATION,XNGS
6703,https://www.nyse.com/quote/XNGS:BRZE,564,COMMON_STOCK,BRZE,BRZE,BRZE,BRZE,BRAZE INC,XNGS
6703,https://www.nyse.com/quote/XNYS:BSAC,558,DEPOSITORY_RECEIPT,BSAC,BSAC,BSAC,BSAC,BANCO SANTANDER-CHILE ADR-EACH REPR 400 COM NPV,XNYS
6703,https://www.nyse.com/quote/XNCM:BSBK,564,COMMON_STOCK,BSBK,BSBK,BSBK,BSBK,BOGOTA FINANCIAL CORP,XNCM
6703,https://www.nyse.com/quote/XNYS:BSBR,558,DEPOSITORY_RECEIPT,BSBR,BSBR,BSBR,BSBR,BANCO SANTANDER(BRAZIL)SA SPON ADR EA REPR 1 UNIT (COM+PRF),XNYS
6703,https://www.nyse.com/quote/XNGS:BSET,564,COMMON_STOCK,BSET,BSET,BSET,BSET,BASSETT FURNITURE INDUSTRIES INC,XNGS
6703,https://www.nyse.com/quote/XNCM:BSGM,564,COMMON_STOCK,BSGM,BSGM,BSGM,BSGM,BIOSIG TECHNOLOGIES INC,XNCM
6703,https://www.nyse.com/quote/XNMS:BSII,564,COMMON_STOCK,BSII,BSII,BSII,BSII,BLACK SPADE ACQUISITION II CO,XNMS
6703,https://www.nyse.com/quote/XNMS:BSIIU,564,UNIT,BSIIU,BSIIU,BSIIU,BSIIU,BLACK SPADE ACQUISITION II CO UNIT 1 CL A & 1/3 WT EXP 15/02/2029,XNMS
6703,https://www.nyse.com/quote/XNYS:BSL,558,CLOSED_END_FUND,BSL,BSL,BSL,BSL,BLACKSTONE SENIOR FLOATING RT 2027,XNYS
6703,https://www.nyse.com/quote/XNMS:BSLK,564,COMMON_STOCK,BSLK,BSLK,BSLK,BSLK,BOLT PROJECTS HOLDINGS INC,XNMS
6703,https://www.nyse.com/quote/XNYS:BSM,558,LIMITED_PARTNERSHIP,BSM,BSM,BSM,BSM,BLACK STONE MINERALS LP,XNYS
6703,https://www.nyse.com/quote/XNGS:BSRR,564,COMMON_STOCK,BSRR,BSRR,BSRR,BSRR,SIERRA BANCORP,XNGS
6703,https://www.nyse.com/quote/XNYS:BST,558,CLOSED_END_FUND,BST,BST,BST,BST,BLACKROCK SCIENCE & TECHNOLOGY TR,XNYS
6703,https://www.nyse.com/quote/XNYS:BSTZ,558,CLOSED_END_FUND,BSTZ,BSTZ,BSTZ,BSTZ,BLACKROCK SCIENCE & TECH TERM TR,XNYS
6703,https://www.nyse.com/quote/XNGS:BSVN,564,COMMON_STOCK,BSVN,BSVN,BSVN,BSVN,BANK7 CORP,XNGS
6703,https://www.nyse.com/quote/XNYS:BSX,558,COMMON_STOCK,BSX,BSX,BSX,BSX,BOSTON SCIENTIFIC CORP,XNYS
6703,https://www.nyse.com/quote/XNGS:BSY,564,COMMON_STOCK,BSY,BSY,BSY,BSY,BENTLEY SYSTEMS INC,XNGS
6703,https://www.nyse.com/quote/XNYS:BTA,558,CLOSED_END_FUND,BTA,BTA,BTA,BTA,BLACKROCK LONG TERM MUN ADVANTAGE T,XNYS
6703,https://www.nyse.com/quote/XNCM:BTAI,564,COMMON_STOCK,BTAI,BTAI,BTAI,BTAI,BIOXCEL THERAPEUTICS INC,XNCM
6703,https://www.nyse.com/quote/XNCM:BTBD,564,COMMON_STOCK,BTBD,BTBD,BTBD,BTBD,BT BRANDS INC,XNCM
6703,https://www.nyse.com/quote/XNCM:BTBT,564,COMMON_STOCK,BTBT,BTBT,BTBT,BTBT,BIT DIGITAL INC,XNCM
6703,https://www.nyse.com/quote/XNYS:BTCM,558,DEPOSITORY_RECEIPT,BTCM,BTCM,BTCM,BTCM,BIT MNG LIMITED SPON ADS EACH REP 100 SHS CL A (P/S),XNYS
6703,https://www.nyse.com/quote/XNCM:BTCS,564,COMMON_STOCK,BTCS,BTCS,BTCS,BTCS,BTCS INC,XNCM
6703,https://www.nyse.com/quote/XNCM:BTCT,564,COMMON_STOCK,BTCT,BTCT,BTCT,BTCT,BTC DIGITAL LTD,XNCM
6703,https://www.nyse.com/quote/XNCM:BTDR,564,COMMON_STOCK,BTDR,BTDR,BTDR,BTDR,BITDEER TECHNOLOGIES GROUP,XNCM
6703,https://www.nyse.com/quote/XNYS:BTE,558,COMMON_STOCK,BTE,BTE,BTE,BTE,BAYTEX ENERGY CORP,XNYS
6703,https://www.nyse.com/quote/XASE:BTG,545,COMMON_STOCK,BTG,BTG,BTG,BTG,B2GOLD CORP,XASE
6703,https://www.nyse.com/quote/XNYS:BTI,558,DEPOSITORY_RECEIPT,BTI,BTI,BTI,BTI,BRITISH AMERICAN TOBACCO SPON ADS EACH REP 1 ORD LVL II,XNYS
6703,https://www.nyse.com/quote/XNCM:BTM,564,COMMON_STOCK,BTM,BTM,BTM,BTM,BITCOIN DEPOT INC,XNCM
6703,https://www.nyse.com/quote/XNMS:BTMD,564,COMMON_STOCK,BTMD,BTMD,BTMD,BTMD,BIOTE CORP,XNMS
6703,https://www.nyse.com/quote/XNYS:BTO,558,CLOSED_END_FUND,BTO,BTO,BTO,BTO,JOHN HANCOCK FINANCIAL OPPTS FUND,XNYS
6703,https://www.nyse.com/quote/XNMS:BTOC,564,COMMON_STOCK,BTOC,BTOC,BTOC,BTOC,ARMLOGI HOLDING CORP,XNMS
6703,https://www.nyse.com/quote/XNCM:BTOG,564,COMMON_STOCK,BTOG,BTOG,BTOG,BTOG,BIT ORIGIN LIMITED,XNCM
6703,https://www.nyse.com/quote/XNGS:BTSG,564,COMMON_STOCK,BTSG,BTSG,BTSG,BTSG,BRIGHTSPRING HEALTH SERVICES INC,XNGS
6703,https://www.nyse.com/quote/XNGS:BTSGU,564,UNIT,BTSGU,BTSGU,BTSGU,BTSGU,BRIGHTSPRING HEALTH SERVICES INC TANGIBLE EQUITY UNIT,XNGS
6703,https://www.nyse.com/quote/XNYS:BTT,558,CLOSED_END_FUND,BTT,BTT,BTT,BTT,BLACKROCK MUNICIPAL TARGET TERM TR,XNYS
6703,https://www.nyse.com/quote/XNYS:BTU,558,COMMON_STOCK,BTU,BTU,BTU,BTU,PEABODY ENERGY CO,XNYS
6703,https://www.nyse.com/quote/XNYS:BTX,558,COMMON_STOCK,BTX,BTX,BTX,BTX,BLACKROCK TECHNOLOGY AND PRIVATE EQ,XNYS
6703,https://www.nyse.com/quote/XNYS:BTZ,558,CLOSED_END_FUND,BTZ,BTZ,BTZ,BTZ,BLACKROCK CREDIT ALLOCATION INCOME,XNYS
6703,https://www.nyse.com/quote/XNYS:BUD,558,DEPOSITORY_RECEIPT,BUD,BUD,BUD,BUD,ANHEUSER-BUSCH INBEV SA/NV ADR EAH REP 1 ORD NPV,XNYS
6703,https://www.nyse.com/quote/XNYS:BUI,558,CLOSED_END_FUND,BUI,BUI,BUI,BUI,BLACKROCK UTILITIES INFRSTRCTR & PW,XNYS
6703,https://www.nyse.com/quote/XNCM:BULL,564,COMMON_STOCK,BULL,BULL,BULL,BULL,WEBULL CORPORATION,XNCM
6703,https://www.nyse.com/quote/ARCX:BULZ,545,EXCHANGE_TRADED_NOTE,BULZ,BULZ,BULZ,BULZ,BANK OF MONTREAL MICROSECTORS FANG & INVTION 3X LVRG(R/S),ARCX
6703,https://www.nyse.com/quote/XNYS:BURL,558,COMMON_STOCK,BURL,BURL,BURL,BURL,BURLINGTON STORES INC,XNYS
6703,https://www.nyse.com/quote/XASE:BURU,545,COMMON_STOCK,BURU,BURU,BURU,BURU,NUBURU INC,XASE
6703,https://www.nyse.com/quote/XNGS:BUSE,564,COMMON_STOCK,BUSE,BUSE,BUSE,BUSE,FIRST BUSEY CORP,XNGS
6703,https://www.nyse.com/quote/XNYS:BV,558,COMMON_STOCK,BV,BV,BV,BV,BRIGHTVIEW HLDGS INC,XNYS
6703,https://www.nyse.com/quote/XNCM:BVFL,564,COMMON_STOCK,BVFL,BVFL,BVFL,BVFL,BV FINANCIAL INC,XNCM
6703,https://www.nyse.com/quote/XNYS:BVN,558,DEPOSITORY_RECEIPT,BVN,BVN,BVN,BVN,COMPANIA DE MINAS BUENAVENTURA S.A SPON ADR REP 1 COM PEN10,XNYS
6703,https://www.nyse.com/quote/XNGS:BVS,564,COMMON_STOCK,BVS,BVS,BVS,BVS,BIOVENTUS INC,XNGS
6703,https://www.nyse.com/quote/XNYS:BW,558,COMMON_STOCK,BW,BW,BW,BW,BABCOCK & WILCOX ENTERPRISES INC,XNYS
6703,https://www.nyse.com/quote/XNYS:BWA,558,COMMON_STOCK,BWA,BWA,BWA,BWA,BORG WARNER INC,XNYS
6703,https://www.nyse.com/quote/XNMS:BWAY,564,DEPOSITORY_RECEIPT,BWAY,BWAY,BWAY,BWAY,BRAINSWAY LTD SPON ADS EACH REP 2 ORD SHS,XNMS
6703,https://www.nyse.com/quote/XNCM:BWB,564,COMMON_STOCK,BWB,BWB,BWB,BWB,BRIDGEWATER BANCSHARES INC,XNCM
6703,https://www.nyse.com/quote/XNCM:BWBBP,564,PREFERRED_STOCK,BWBBP,BWBBP,BWBBP,BWBBP,BRIDGEWATER BANCSHARES INC 5.875% NON CUM PER PFD SERIES A,XNCM
6703,https://www.nyse.com/quote/XNCM:BWEN,564,COMMON_STOCK,BWEN,BWEN,BWEN,BWEN,BROADWIND INC,XNCM
6703,https://www.nyse.com/quote/XNMS:BWFG,564,COMMON_STOCK,BWFG,BWFG,BWFG,BWFG,BANKWELL FINL GROUP INC,XNMS
6703,https://www.nyse.com/quote/XNYS:BWG,558,CLOSED_END_FUND,BWG,BWG,BWG,BWG,BRANDYWINEGBL GBL INCM OPP FD INC,XNYS
6703,https://www.nyse.com/quote/XNGS:BWIN,564,COMMON_STOCK,BWIN,BWIN,BWIN,BWIN,THE BALDWIN INSURANCE GRP INC,XNGS
6703,https://www.nyse.com/quote/XNYS:BWLP,558,COMMON_STOCK,BWLP,BWLP,BWLP,BWLP,BW LPG LIMITED,XNYS
6703,https://www.nyse.com/quote/XNMS:BWMN,564,COMMON_STOCK,BWMN,BWMN,BWMN,BWMN,BOWMAN CONSULTING GROUP LTD,XNMS
6703,https://www.nyse.com/quote/XNYS:BWMX,558,COMMON_STOCK,BWMX,BWMX,BWMX,BWMX,BETTERWARE DE MEXICO S A P I D,XNYS
6703,https://www.nyse.com/quote/XNYS:BWNB,558,PREFERRED_STOCK,BWNB,BWNB,BWNB,BWNB,BABCOCK & WILCOX ENTERPRISES INC 6.5% SENIOR NOTES 31/12/2026 USD25,XNYS
6703,https://www.nyse.com/quote/XNYS:BWSN,558,PREFERRED_STOCK,BWSN,BWSN,BWSN,BWSN,BABCOCK & WILCOX ENTERPRISES INC 8.125% SENIOR NOTES DUE 28/02/2026 USD25,XNYS
6703,https://www.nyse.com/quote/XNYS:BWXT,558,COMMON_STOCK,BWXT,BWXT,BWXT,BWXT,BWX TECHNOLOGIES INC,XNYS
6703,https://www.nyse.com/quote/XNYS:BWpA,558,PREFERRED_STOCK,BW-A,BWpA,BWpA,BW/PA,BABCOCK & WILCOX ENTERPRISES INC 7.75% CUM PERPETUAL PFD STOCK SER A,XNYS
6703,https://www.nyse.com/quote/XNYS:BX,558,COMMON_STOCK,BX,BX,BX,BX,BLACKSTONE INC,XNYS
6703,https://www.nyse.com/quote/XNYS:BXC,558,COMMON_STOCK,BXC,BXC,BXC,BXC,BLUELINX HLDGS INC,XNYS
6703,https://www.nyse.com/quote/XNYS:BXMT,558,REIT,BXMT,BXMT,BXMT,BXMT,BLACKSTONE MORTGAGE TRUST INC,XNYS
6703,https://www.nyse.com/quote/XNYS:BXMX,558,CLOSED_END_FUND,BXMX,BXMX,BXMX,BXMX,NUVEEN S&P 500 BUY-WRITE INCOME FND,XNYS
6703,https://www.nyse.com/quote/XNYS:BXP,558,REIT,BXP,BXP,BXP,BXP,BXP INC,XNYS
6703,https://www.nyse.com/quote/XNYS:BXSL,558,COMMON_STOCK,BXSL,BXSL,BXSL,BXSL,BLACKSTONE SECD LENDING FD,XNYS
6703,https://www.nyse.com/quote/XNYS:BY,558,COMMON_STOCK,BY,BY,BY,BY,BYLINE BANCORP INC,XNYS
6703,https://www.nyse.com/quote/XNYS:BYD,558,COMMON_STOCK,BYD,BYD,BYD,BYD,BOYD GAMING CORP,XNYS
6703,https://www.nyse.com/quote/XNCM:BYFC,564,COMMON_STOCK,BYFC,BYFC,BYFC,BYFC,BROADWAY FINANCIAL CORP DELAWARE,XNCM
6703,https://www.nyse.com/quote/XNYS:BYM,558,CLOSED_END_FUND,BYM,BYM,BYM,BYM,BLACKROCK MUNICIPAL INCOME QUAL TRS,XNYS
6703,https://www.nyse.com/quote/XNGS:BYND,564,COMMON_STOCK,BYND,BYND,BYND,BYND,BEYOND MEAT INC,XNGS
6703,https://www.nyse.com/quote/XNYS:BYON,558,COMMON_STOCK,BYON,BYON,BYON,BYON,BEYOND INC,XNYS
6703,https://www.nyse.com/quote/XNCM:BYRN,564,COMMON_STOCK,BYRN,BYRN,BYRN,BYRN,BYRNA TECHNOLOGIES INC,XNCM
6703,https://www.nyse.com/quote/XNCM:BYSI,564,COMMON_STOCK,BYSI,BYSI,BYSI,BYSI,BEYONDSPRING INC,XNCM
6703,https://www.nyse.com/quote/XNGS:BZ,564,DEPOSITORY_RECEIPT,BZ,BZ,BZ,BZ,KANZHUN LTD SPON EACH ADR REP 2 ORD SHS,XNGS
6703,https://www.nyse.com/quote/XNMS:BZAI,564,COMMON_STOCK,BZAI,BZAI,BZAI,BZAI,BLAIZE HOLDINGS INC,XNMS
6703,https://www.nyse.com/quote/XNCM:BZFD,564,COMMON_STOCK,BZFD,BZFD,BZFD,BZFD,BUZZFEED INC,XNCM
6703,https://www.nyse.com/quote/XNYS:BZH,558,COMMON_STOCK,BZH,BZH,BZH,BZH,BEAZER HOMES USA INC,XNYS
6703,https://www.nyse.com/quote/XNGS:BZUN,564,DEPOSITORY_RECEIPT,BZUN,BZUN,BZUN,BZUN,BAOZUN INC SPON ADS EACH REP 3 ORD SHS CL A,XNGS
6703,https://www.nyse.com/quote/XNYS:C,558,COMMON_STOCK,C,C,C,C,CITIGROUP INC,XNYS
6703,https://www.nyse.com/quote/XNYS:CAAP,558,COMMON_STOCK,CAAP,CAAP,CAAP,CAAP,CORPORACION AMERICA AIRPORTS SA,XNYS
6703,https://www.nyse.com/quote/XNCM:CAAS,564,COMMON_STOCK,CAAS,CAAS,CAAS,CAAS,CHINA AUTOMOTIVE SYSTEMS INC,XNCM
6703,https://www.nyse.com/quote/XNGS:CABA,564,COMMON_STOCK,CABA,CABA,CABA,CABA,CABALETTA BIO INC,XNGS
6703,https://www.nyse.com/quote/XNYS:CABO,558,COMMON_STOCK,CABO,CABO,CABO,CABO,CABLE ONE INC,XNYS
6703,https://www.nyse.com/quote/XNGS:CAC,564,COMMON_STOCK,CAC,CAC,CAC,CAC,CAMDEN NATIONAL CORPORATION,XNGS
6703,https://www.nyse.com/quote/XNGS:CACC,564,COMMON_STOCK,CACC,CACC,CACC,CACC,CREDIT ACCEPTANCE CORPORATION,XNGS
6703,https://www.nyse.com/quote/XNYS:CACI,558,COMMON_STOCK,CACI,CACI,CACI,CACI,CACI INTERNATIONAL INC,XNYS
6703,https://www.nyse.com/quote/XNYS:CADE,558,COMMON_STOCK,CADE,CADE,CADE,CADE,CADENCE BANK,XNYS
6703,https://www.nyse.com/quote/XNYS:CADEpA,558,PREFERRED_STOCK,CADE-A,CADEpA,CADEpA,CADE/PA,CADENCE BANK 5.50% PFD SER A NON CUM,XNYS
6703,https://www.nyse.com/quote/XNMS:CADL,564,COMMON_STOCK,CADL,CADL,CADL,CADL,CANDEL THERAPEUTICS INC,XNMS
6703,https://www.nyse.com/quote/XNYS:CAE,558,COMMON_STOCK,CAE,CAE,CAE,CAE,CAE INC,XNYS
6703,https://www.nyse.com/quote/XNYS:CAF,558,CLOSED_END_FUND,CAF,CAF,CAF,CAF,MORGAN STANLEY CHINA A SHARE FD INC,XNYS
6703,https://www.nyse.com/quote/XNYS:CAG,558,COMMON_STOCK,CAG,CAG,CAG,CAG,CONAGRA BRANDS INC,XNYS
6703,https://www.nyse.com/quote/XNYS:CAH,558,COMMON_STOCK,CAH,CAH,CAH,CAH,CARDINAL HEALTH INC,XNYS
6703,https://www.nyse.com/quote/XNGS:CAKE,564,COMMON_STOCK,CAKE,CAKE,CAKE,CAKE,CHEESECAKE FACTORY,XNGS
6703,https://www.nyse.com/quote/XNYS:CAL,558,COMMON_STOCK,CAL,CAL,CAL,CAL,CALERES INC,XNYS
6703,https://www.nyse.com/quote/XNCM:CALC,564,COMMON_STOCK,CALC,CALC,CALC,CALC,CALCIMEDICA INC,XNCM
6703,https://www.nyse.com/quote/XNGS:CALM,564,COMMON_STOCK,CALM,CALM,CALM,CALM,CAL MAINE FOODS INC,XNGS
6703,https://www.nyse.com/quote/XNYS:CALX,558,COMMON_STOCK,CALX,CALX,CALX,CALX,CALIX INC,XNYS
6703,https://www.nyse.com/quote/XNMS:CAMP,564,COMMON_STOCK,CAMP,CAMP,CAMP,CAMP,CAMP4 THERAPEUTICS CORPORATION,XNMS
6703,https://www.nyse.com/quote/XNMS:CAMT,564,COMMON_STOCK,CAMT,CAMT,CAMT,CAMT,CAMTEK LIMITED,XNMS
6703,https://www.nyse.com/quote/XNMS:CAN,564,DEPOSITORY_RECEIPT,CAN,CAN,CAN,CAN,CANAAN INC SPON ADS EACH REP 15 ORD SHS CL A,XNMS
6703,https://www.nyse.com/quote/XASE:CANF,545,DEPOSITORY_RECEIPT,CANF,CANF,CANF,CANF,CAN FITE BIOPHARMA LTD SPON ADS EACH REP 300 ORD SHS(POST SPLT),XASE
6703,https://www.nyse.com/quote/XNYS:CANG,558,DEPOSITORY_RECEIPT,CANG,CANG,CANG,CANG,CANGO INC ADS EACH REPR 2 ORD SHS CLASS A,XNYS
6703,https://www.nyse.com/quote/XNYS:CAPL,558,LIMITED_PARTNERSHIP,CAPL,CAPL,CAPL,CAPL,CROSSAMERICA PARTNERS LP,XNYS
6703,https://www.nyse.com/quote/XNMS:CAPN,564,COMMON_STOCK,CAPN,CAPN,CAPN,CAPN,CAYSON ACQUISITION CORP,XNMS
6703,https://www.nyse.com/quote/XNMS:CAPNU,564,UNIT,CAPNU,CAPNU,CAPNU,CAPNU,CAYSON ACQUISITION CORP UNITS(1 ORD & 1 RT),XNMS
6703,https://www.nyse.com/quote/XNCM:CAPR,564,COMMON_STOCK,CAPR,CAPR,CAPR,CAPR,CAPRICOR THERAPEUTICS INC,XNCM
6703,https://www.nyse.com/quote/XNCM:CAPS,564,COMMON_STOCK,CAPS,CAPS,CAPS,CAPS,CAPSTONE HOLDING CORP,XNCM
6703,https://www.nyse.com/quote/XNMS:CAPT,564,COMMON_STOCK,CAPT,CAPT,CAPT,CAPT,CAPTIVISION INC,XNMS
6703,https://www.nyse.com/quote/XNGS:CAR,564,COMMON_STOCK,CAR,CAR,CAR,CAR,AVIS BUDGET GROUP INC,XNGS
6703,https://www.nyse.com/quote/XNGS:CARE,564,COMMON_STOCK,CARE,CARE,CARE,CARE,CARTER BANKSHARES INC,XNGS
6703,https://www.nyse.com/quote/XNGS:CARG,564,COMMON_STOCK,CARG,CARG,CARG,CARG,CARGURUS INC,XNGS
6703,https://www.nyse.com/quote/XNMS:CARM,564,COMMON_STOCK,CARM,CARM,CARM,CARM,CARISMA THERAPEUTICS INC,XNMS
6703,https://www.nyse.com/quote/XNYS:CARR,558,COMMON_STOCK,CARR,CARR,CARR,CARR,CARRIER GLOBAL CORPORATION,XNYS
6703,https://www.nyse.com/quote/XNYS:CARS,558,COMMON_STOCK,CARS,CARS,CARS,CARS,CARS COM INC,XNYS
6703,https://www.nyse.com/quote/XNGS:CART,564,COMMON_STOCK,CART,CART,CART,CART,MAPLEBEAR INC,XNGS
6703,https://www.nyse.com/quote/XNCM:CARV,564,COMMON_STOCK,CARV,CARV,CARV,CARV,CARVER BANCORP INC,XNCM
6703,https://www.nyse.com/quote/XNGS:CASH,564,COMMON_STOCK,CASH,CASH,CASH,CASH,PATHWARD FINANCIAL INC,XNGS
6703,https://www.nyse.com/quote/XNCM:CASI,564,COMMON_STOCK,CASI,CASI,CASI,CASI,CASI PHARMACEUTICALS INC,XNCM
6703,https://www.nyse.com/quote/XNCM:CASK,564,COMMON_STOCK,CASK,CASK,CASK,CASK,HERITAGE DISTILLING HOLDING COMPANY,XNCM
6703,https://www.nyse.com/quote/XNGS:CASS,564,COMMON_STOCK,CASS,CASS,CASS,CASS,CASS INFORMATION SYSTEMS,XNGS
6703,https://www.nyse.com/quote/XNGS:CASY,564,COMMON_STOCK,CASY,CASY,CASY,CASY,CASEY'S GENERAL STORES INC,XNGS
6703,https://www.nyse.com/quote/XNYS:CAT,558,COMMON_STOCK,CAT,CAT,CAT,CAT,CATERPILLAR INC,XNYS
6703,https://www.nyse.com/quote/XNYS:CATO,558,COMMON_STOCK,CATO,CATO,CATO,CATO,CATO CORP,XNYS
6703,https://www.nyse.com/quote/XASE:CATX,545,COMMON_STOCK,CATX,CATX,CATX,CATX,PERSPECTIVE THERAPEUTICS INC,XASE
6703,https://www.nyse.com/quote/XNGS:CATY,564,COMMON_STOCK,CATY,CATY,CATY,CATY,CATHAY GENERAL BANCORP,XNGS
6703,https://www.nyse.com/quote/XNYS:CAVA,558,COMMON_STOCK,CAVA,CAVA,CAVA,CAVA,CAVA GROUP INC,XNYS
6703,https://www.nyse.com/quote/XNYS:CB,558,COMMON_STOCK,CB,CB,CB,CB,CHUBB LIMITED,XNYS
6703,https://www.nyse.com/quote/XNYS:CBAN,558,COMMON_STOCK,CBAN,CBAN,CBAN,CBAN,COLONY BANKCORP INC,XNYS
6703,https://www.nyse.com/quote/XNCM:CBAT,564,COMMON_STOCK,CBAT,CBAT,CBAT,CBAT,CBAK ENERGY TECHNOLOGY INC,XNCM
6703,https://www.nyse.com/quote/XNMS:CBFV,564,COMMON_STOCK,CBFV,CBFV,CBFV,CBFV,CB FINANCIAL SERVICES INC,XNMS
6703,https://www.nyse.com/quote/XNYS:CBL,558,REIT,CBL,CBL,CBL,CBL,CBL & ASSOCIATES PROPERTIES INC,XNYS
6703,https://www.nyse.com/quote/XNGS:CBLL,564,COMMON_STOCK,CBLL,CBLL,CBLL,CBLL,CERIBELL INC,XNGS
6703,https://www.nyse.com/quote/XNYS:CBNA,558,COMMON_STOCK,CBNA,CBNA,CBNA,CBNA,CHAIN BRIDGE BANCORP  INC,XNYS
6703,https://www.nyse.com/quote/XNGS:CBNK,564,COMMON_STOCK,CBNK,CBNK,CBNK,CBNK,CAPITAL BANCORP INC,XNGS
6703,https://www.nyse.com/quote/XNYS:CBRE,558,COMMON_STOCK,CBRE,CBRE,CBRE,CBRE,CBRE GROUP INC,XNYS
6703,https://www.nyse.com/quote/XNGS:CBRL,564,COMMON_STOCK,CBRL,CBRL,CBRL,CBRL,CRACKER BARREL OLD COUNTRY STORE,XNGS
6703,https://www.nyse.com/quote/XNGS:CBSH,564,COMMON_STOCK,CBSH,CBSH,CBSH,CBSH,COMMERCE BANCSHARES INC,XNGS
6703,https://www.nyse.com/quote/XNYS:CBT,558,COMMON_STOCK,CBT,CBT,CBT,CBT,CABOT CORP,XNYS
6703,https://www.nyse.com/quote/XNYS:CBU,558,COMMON_STOCK,CBU,CBU,CBU,CBU,COMMUNITY FINL SYS INC,XNYS
6703,https://www.nyse.com/quote/XNCM:CBUS,564,COMMON_STOCK,CBUS,CBUS,CBUS,CBUS,CIBUS INC,XNCM
6703,https://www.nyse.com/quote/XNYS:CBZ,558,COMMON_STOCK,CBZ,CBZ,CBZ,CBZ,CBIZ INC,XNYS
6703,https://www.nyse.com/quote/XNYS:CC,558,COMMON_STOCK,CC,CC,CC,CC,THE CHEMOURS COMPANY LLC,XNYS
6703,https://www.nyse.com/quote/XNMS:CCAP,564,COMMON_STOCK,CCAP,CCAP,CCAP,CCAP,CRESCENT CAPITAL BDC INC,XNMS
6703,https://www.nyse.com/quote/XNGS:CCB,564,COMMON_STOCK,CCB,CCB,CCB,CCB,COASTAL FINANCIAL CORPORATION,XNGS
6703,https://www.nyse.com/quote/XNGS:CCBG,564,COMMON_STOCK,CCBG,CCBG,CCBG,CCBG,CAPITAL CITY BANK GROUP INC,XNGS
6703,https://www.nyse.com/quote/XNGS:CCCC,564,COMMON_STOCK,CCCC,CCCC,CCCC,CCCC,C4 THERAPEUTICS INC,XNGS
6703,https://www.nyse.com/quote/XNMS:CCCMU,564,UNIT,CCCMU,CCCMU,CCCMU,CCCMU,COLUMBUS CIRCLE CAP CORP I UNITS ONE CL A SH & 1/2 WT(16/05/2030),XNMS
6703,https://www.nyse.com/quote/XNGS:CCCS,564,COMMON_STOCK,CCCS,CCCS,CCCS,CCCS,CCC INTELLIGENT SOLUTIONS HLDGS INC,XNGS
6703,https://www.nyse.com/quote/XNMS:CCCXU,564,UNIT,CCCXU,CCCXU,CCCXU,CCCXU,CHURCHILL CAPITAL CORP X UNITS 1 ORD A & 1/4 RED WT(14/05/2030),XNMS
6703,https://www.nyse.com/quote/XNGS:CCD,564,CLOSED_END_FUND,CCD,CCD,CCD,CCD,CALAMOS DYNAMIC CONV & INCOME FD,XNGS
6703,https://www.nyse.com/quote/XNGS:CCEC,564,COMMON_STOCK,CCEC,CCEC,CCEC,CCEC,CAPITAL CLEAN ENERGY CARRIERS CORP,XNGS
6703,https://www.nyse.com/quote/XASE:CCEL,545,COMMON_STOCK,CCEL,CCEL,CCEL,CCEL,CRYO-CELL INTERNATIONAL INC,XASE
6703,https://www.nyse.com/quote/XNGS:CCEP,564,COMMON_STOCK,CCEP,CCEP,CCEP,CCEP,COCA-COLA EUROPACIFIC PARTNERS,XNGS
6703,https://www.nyse.com/quote/XNCM:CCG,564,COMMON_STOCK,CCG,CCG,CCG,CCG,CHECHE GROUP INC,XNCM
6703,https://www.nyse.com/quote/XNYS:CCI,558,REIT,CCI,CCI,CCI,CCI,CROWN CASTLE INC,XNYS
6703,https://www.nyse.com/quote/XNYS:CCIA,558,PREFERRED_STOCK,CCIA,CCIA,CCIA,CCIA,CARLYLE CREDIT INCOME FUND PREF SER A,XNYS
6703,https://www.nyse.com/quote/XNYS:CCIF,558,CLOSED_END_FUND,CCIF,CCIF,CCIF,CCIF,CARLYLE CREDIT INCOME FUND,XNYS
