Symbol,Sector,DateType,Final_Score_PSR,Final_Score_GP/A,Final_Score_EV/EBIT,Final_Score_PER,Final_Score_CurrentRatio,Final_Score_PBR,Final_Score_DebtToEquityRatio,Final_Score_PCR,Final_Score_PFCR,Final_Score_ROE,Final_Score_OperatingMargin,Final_Score_FreeCashFlowMargin,Final_Score_RevenueGrowth,Final_Score_InterestCoverageRatio,Final_Score_Total
TRVG,Communication Services,Year,52.21906934414173,86.8400031352147,50.938308191483365,51.496526923939726,77.474921531572,55.593460346062244,54.96588761092984,51.70683344401707,43.39224911125272,53.91122600387156,51.92730702784982,51.781744486620724,47.76707648437837,54.00703974690562,56.001546670588525
HOLO,Technology,Year,52.18292005186264,85.5531551718913,50.38200657158639,50.74972719394939,63.91335618613069,52.12647667569465,64.48265077886762,51.15714091797049,51.134634858700245,50.37795152849891,52.48384586745272,52.053895533990996,48.48792050543727,52.363553578864526,55.927901242996946
JCTC,Basic Materials,Year,52.80295830335905,89.8420592949833,47.27253106371236,44.674009523485516,55.77214778400825,63.842367948684824,53.59597457361234,54.95955397212416,56.98295148320378,51.612913665607785,56.018002250121384,56.30581220031617,44.28864842172069,55.00407036686646,55.92671434655758
VMD,Healthcare,Year,52.11817837043374,95.44549779772979,48.623774329914674,49.94733922764216,32.3392895750964,52.61947464413288,57.09226562239941,52.36627819220178,56.639529955029246,51.742607588534895,53.793567856498534,53.273586072360956,47.736120291587056,54.16149372939637,55.9253892537726
SEMR,Technology,Year,52.11548084107935,96.06819085470813,50.40283031879736,49.3926522504404,48.36793125559965,51.83239015045076,63.77917845351527,50.26037044660491,50.88856728446356,49.97185501414419,52.46854545279826,52.041766503387635,48.78473601304981,52.363553578864526,55.87814995358562
UHS,Healthcare,Year,52.122062031511234,98.15907352459949,48.75303386749511,50.222036780234106,31.150050793155653,52.6692015300886,51.20903986182114,52.3353657944906,56.54038675888723,51.87508802758059,53.794213938828264,53.262670189366844,47.042696285610035,53.921913298740705,55.87544175299959
ACAD,Healthcare,Year,52.107586985273244,96.30097215802223,48.64564261084628,50.28993978111536,40.80502547266338,52.45873302232438,56.86390669358788,51.62981319719586,53.02427337832272,52.216275167440784,53.78922844294115,53.28039216703647,47.90426957115956,53.85881888028828,55.86417026930284
WDH,Financial Services,Year,63.88225464444239,42.261221730384435,54.7699825330556,52.520607982691814,44.28475743757139,67.24834216988242,89.46863552819511,57.13348962488876,58.02480988472567,49.58868055607363,52.41664509290349,53.3525102728164,45.27025721909957,51.46614735904939,55.8348815739843
MDXG,Healthcare,Year,52.110799981173066,98.15907352459949,48.64901287297845,50.034196224290035,46.691536422413485,52.30160749170129,53.52513855953458,51.67080939762215,53.07461894258558,52.553875196367244,53.80390541875414,53.28498649076082,47.05061975663959,54.136196693665845,55.823277727154924
FTHM,Real Estate,Year,74.05824381977258,81.3017219110066,50.697335099024514,52.35730775075323,41.982638103175205,55.22208745773463,74.78973551453092,50.0,50.0,48.34442564684478,50.227986060515335,52.06778936757514,46.728171668979414,53.723829015503625,55.82151938681543
PRDO,Consumer Defensive,Year,51.57945884847285,67.34721133922427,,49.08311616557408,77.47227781876342,54.621451753054096,67.69301912298174,54.84885050317172,55.605669794395126,49.11020822851161,53.1704109181175,53.069503389195816,44.49436235200493,47.563535020097,55.819928865658774
ORGO,Healthcare,Year,52.12086289600303,96.56832969777736,48.84999949532684,49.67891509322506,43.435493360516595,52.67513674306297,55.357437887234326,51.933617247355905,55.30001306835527,51.594597531690994,53.78772638953589,53.25961124234635,47.01048109447279,53.96073017449302,55.77676567714824
TACT,Technology,Year,52.25764909130706,88.57558629820727,50.238357017022615,50.55750932657117,48.49117754309988,53.23362849120176,62.39872198483005,54.07920359406267,51.9453641601001,50.285053053840166,52.49406166829318,52.05450180622896,48.878729946551644,52.444770258791884,55.776306385571075
ZVIA,Consumer Defensive,Year,51.58248270286079,92.3579553415778,,50.96444587556469,58.00533959082002,53.940856490167704,70.5848436905797,51.139681115571776,50.0,48.548448490041466,52.819069363074085,52.83523420642456,44.7643584061381,47.387510459688784,55.76386351788533
LFMD,Healthcare,Year,52.120730848294954,98.15907352459949,48.98569828652823,50.43989966155157,28.871253369309876,52.08850538639905,42.60016832143587,51.865960958302395,54.88015548605286,55.000282976014155,53.77611736639031,53.26076484753039,47.90500049151211,53.85881888028828,55.75952163116437
RIGL,Healthcare,Year,52.1175468435895,98.15907352459949,48.856183463440686,50.25139142543918,35.429117391088,52.039703896340285,42.694795753637344,51.806168952483254,54.40221726831749,55.32064309551267,53.79622366023658,53.28244837614035,48.05618149403224,53.87634755179873,55.75528018327945
LX,Financial Services,Year,68.71050620857997,43.73399935255674,54.73226370345344,56.888144751089314,34.63406250812161,70.41768056314986,58.33997290714184,60.456965822612844,64.12712940101608,51.069925693013374,56.27773932853496,52.58271632890633,55.68134714861985,52.8388035516686,55.749375519176056
FRD,Basic Materials,Year,52.80817927199497,84.19340781171924,47.48753718353252,48.117765627421925,46.437361648685076,62.82053431326368,58.88811261332536,52.10298348085399,55.43284977079422,56.66649834665366,56.13823695043708,56.113570198641405,47.53131673176955,55.65261556668545,55.74221210826987
INUV,Technology,Year,52.26832553007404,98.51308884997039,50.40283031879736,50.76900997182927,35.812264378898654,53.04074327422574,64.09010612247978,50.26037044660491,50.88856728446356,49.96016360458372,52.46854545279826,52.0340848703038,48.45831114859102,52.363553578864526,55.733699194902094
INSP,Healthcare,Year,52.0851895437894,96.9347115542881,48.30951616868114,49.82312007572914,66.69074798671126,52.26946824548363,57.35828602689493,51.22695795137757,51.685431472488716,51.622757844871984,53.78281452097184,53.273241388185866,47.860315264769696,54.131485691546516,55.73364325700705
HDSN,Basic Materials,Year,52.764416903488645,75.03028164476132,47.326353960213694,47.33271391456134,49.50367013749092,59.42403075691178,63.81496467275789,55.32453103300556,57.33374223164206,58.64282122526298,56.42252470948024,56.676156086985614,45.78512270855194,54.812738718801796,55.72814776456543
AWR,Utilities,Year,53.34875622365101,88.72117966102506,49.033468931766514,45.77799567834007,40.03325293902999,52.380739659427576,59.27173837169289,42.55013294207952,51.2167787579468,54.91316715862814,54.97962117009987,55.67003109303487,43.4974272997664,53.679415440365574,55.70878897065441
MMI,Real Estate,Year,68.05597215812223,81.3017219110066,50.52566366796544,51.71367332740124,54.45640385962332,54.10358651938993,81.4368037165314,43.076597702853135,42.84213321150735,48.56902617634793,50.70253523570398,52.15470287571329,46.74478767745153,53.910861762580595,55.68531927158557
GYRE,Healthcare,Year,52.08463715158959,98.15907352459949,48.05650155752582,49.66412116126909,43.532791848859745,52.039703896340285,56.99262833463003,50.725733445316806,50.38786382296122,52.498009238618636,53.81166133947927,53.263816058639534,46.81935958987833,53.936723683504916,55.67643861716102
TCMD,Healthcare,Year,52.11955929827931,95.32993167807963,48.793536712666715,50.15272885829264,46.49100297664489,52.65277755575601,54.66343537360737,52.04924922250238,54.92051407392035,51.67857775390547,53.78879732020036,53.27830447558746,47.00383187277094,53.92341309997447,55.66452202561841
ELMD,Healthcare,Year,52.115906915949516,97.69893546211875,48.98569828652823,49.99230346681959,57.21849461782577,52.609677121449124,50.0,51.85707410427353,54.30001129644762,51.80258067234206,53.79920130449577,53.281095877518936,47.18658195946699,53.85881888028828,55.65754982767672
ZETA,Technology,Year,52.22181359620261,98.46052458398705,50.40283031879736,50.76900997182927,39.691595116823045,51.233706656511835,48.041868934047926,54.960579460303265,52.27824421801233,49.96016360458372,52.46854545279826,52.06540795535696,48.79859601654041,52.363553578864526,55.640940977112905
USNA,Consumer Defensive,Year,51.5848503376893,96.0615277209063,,48.135894764286945,46.33892188737565,54.54173416021089,69.7461407812037,54.60716863683386,55.36217915830811,48.95941747558432,52.924292888325155,52.90530883186396,44.4571519069839,47.563535020097,55.62985565920531
BDMD,Healthcare,Year,52.09450232779844,94.80664076126305,48.66695713389339,50.09438469766354,35.61573493084334,52.181551846134056,54.444097759183876,50.83062174190046,51.92991243671712,53.386604615561055,53.86998937929304,53.26532462748504,47.858325408679356,54.24834289637147,55.627931223244516
FIGS,Consumer Cyclical,Year,51.14324026790595,94.66695778338546,48.13132082488263,49.41807004923899,69.09138883415467,51.49224204010884,59.5634997597417,53.577614357762116,51.32668539542596,51.28575562965183,51.069014607873555,51.35933490573862,47.7848044984759,48.84792477908151,55.62556098095912
HMY,Basic Materials,Year,52.816569298643884,61.68997215439822,49.016340491882005,49.846788631934984,40.46717214257823,67.58939070145547,65.8539645462948,56.68657869690784,59.242880636791476,57.97411143622453,56.38185859017949,56.3083951280618,49.10449213698612,55.5132531557705,55.60655483915066
CALX,Technology,Year,52.20638774867234,83.52198189661432,49.84810174732483,50.331264101600546,56.23139208727045,52.821703107303755,65.09560513514373,53.367093720770086,51.796509588002024,50.160663751405316,52.477496072382806,52.05910826170709,48.40497523784295,52.38840141107088,55.598466132298995
QIPT,Healthcare,Year,52.12190972118921,95.44168032942477,48.47220609521471,50.3911367130494,30.47075659414262,52.67455673974674,50.50891493356187,52.43629472085402,56.746752902674785,51.44596616410202,53.7864710009564,53.27944592732697,47.44380496438062,53.87198848248282,55.59662087871807
BEKE,Real Estate,Year,72.64858179138815,57.31019033081183,49.57539420085653,49.42978521468086,42.29350108814939,56.72535462635146,74.09358594200548,61.473085287946,59.835113850866065,48.652126079646735,51.03267403637913,52.307955384155896,48.362051445234066,54.56547637734997,55.59320540398725
TREE,Financial Services,Year,67.40094226502792,97.53715276657411,53.52629440327651,56.66838297660305,34.07633111327252,57.75514271265132,14.85480619160997,59.02443526136553,61.32590316866583,49.02334514952281,52.82415287819723,52.29333105534228,70.44027871372136,51.466168275012635,55.58690478077449
SMTI,Healthcare,Year,52.09996197140648,95.6115682420019,48.98569828652823,50.43989966155157,33.942277690211874,52.345740452756864,55.862228809868576,50.59717936103508,50.0,51.42366468209582,53.77611736639031,53.256690166221695,48.2356363132936,53.85881888028828,55.56465467519702
MANH,Technology,Year,51.946226694363325,98.35257934143249,48.93088916617964,49.220530860647095,36.40153426159078,50.04528050678859,61.34820445693656,52.896870141256386,51.481452462564285,52.560499140769494,52.57916538058788,52.157405192073426,48.557273267130824,52.363553578864526,55.562114657918094
RIO,Basic Materials,Year,52.733184966478476,85.28242510387045,47.424247902828,47.58803854996134,41.03321626571542,57.32496123429335,59.77405067359632,55.471062412879256,57.95136151875644,60.35990478074857,56.730541064593126,56.39647600157376,44.03892868533433,55.51580689338698,55.54458614671542
YSG,Consumer Defensive,Year,51.57614917904776,67.02059349341438,,50.96444587556469,80.75022254454888,54.21596242597404,70.02498817159432,51.139681115571776,49.99304541860908,48.548448490041466,52.81906936307409,52.83852244130127,44.765087912151465,47.387510459688784,55.541825145429385
BASE,Technology,Year,52.17014053608137,93.9074848259058,50.40283031879736,50.76900997182927,41.148033855333416,52.22128515073527,64.50030174673215,50.26037044660491,50.88856728446356,49.96016360458372,52.46854545279827,52.0340848703038,48.62598692476599,52.363553578864526,55.509620992033035
NATR,Consumer Defensive,Year,51.58590576763364,96.69181000766312,,47.97970702994403,45.38714675047153,54.47230534209593,67.561661142409,54.40339098565003,55.765613741320834,48.895200837767796,52.87424884791132,52.89628167624881,45.35753442533918,47.563535020097,55.49494935188863
CSBR,Healthcare,Year,52.118667906129794,97.19898706637673,48.79250339571478,50.26367692274516,27.979766082256273,52.052395226478744,47.20851701799207,50.90710963355006,51.00953176641396,54.59315932389693,53.77657030742156,53.258839374611476,46.83449062645272,53.85881888028828,55.49221955807051
ZYXI,Healthcare,Year,52.11820958508154,98.08233277002525,48.28058308849068,49.68333179586692,48.70711311842059,52.392110166563654,48.11694011325548,51.93144265375463,54.04364135263677,51.89508267239069,53.78874292466857,53.27040195750391,46.97290876818756,53.95922626284094,55.48839805720741
NRC,Healthcare,Year,52.109546812086464,93.42827497816151,48.710639889760486,50.117377229388865,28.037853402199495,52.08460439146233,49.724798104061676,52.167587756233736,55.70181937106627,54.00613065313253,53.83227630937246,53.288441130416004,46.73911200675154,54.030924856004106,55.46740360495702
UGI,Utilities,Year,53.74160386716606,86.96844448862328,52.768719323242536,51.6848349630482,42.89355316478982,52.463586864725514,48.49970243167765,65.02405640709426,55.82718512447259,53.776748284409464,54.36493270261044,55.89981384884303,44.16522746483435,53.656330961048994,55.45339903985392
FAAS,Technology,Year,51.94770990244596,98.51308884997039,50.40283031879736,50.76900997182927,32.90524804186668,51.63411875851503,63.54144842680476,50.26037044660491,50.88856728446356,49.96016360458372,52.46854545279826,52.0340848703038,49.13075375014607,52.363553578864526,55.45035579206539
INCY,Healthcare,Year,52.11070561251806,92.83156191536703,48.443013241462566,49.67501450878936,37.691899539185634,52.55794459510391,57.92950613982299,51.68710022427002,53.52755298697667,51.61093740966348,53.79140819995961,53.27655382725104,47.17651269204041,54.23045055770928,55.448848860477455
PBYI,Healthcare,Year,52.121522877235634,97.0389077749886,48.810978848559415,50.06926600841868,32.670424524030366,52.475484068250765,44.68708151816433,51.83513327370911,54.58643005017389,52.45973800241333,53.80575454937592,53.26549679303203,47.28143460410135,53.87965188948079,55.42234102696657
HCTI,Healthcare,Year,52.12278664488883,94.44763248301132,48.98569828652823,50.43989966155157,29.035598041376396,52.21410166566265,51.02809474904285,50.59717936103508,50.0,54.553205689274364,53.77611736639031,53.256690166221695,47.00759729513992,53.85881888028828,55.40910165849683
SNES,Basic Materials,Year,52.69319418786547,67.44353451050651,49.098118797168226,50.008170136054446,55.33632371755509,61.28086226441136,65.3585773068302,50.0,51.22014604051747,49.73172653162183,55.992491090797095,56.087395051836964,56.63387037387577,54.64753343965336,55.39513881776384
STEC,Technology,Year,52.28118137789286,85.96237357485218,50.281981223158155,50.73310246700933,39.54183539802381,53.521280929168086,60.809886344560425,56.47051546873794,52.61685184947703,50.949967018297,52.54454621069841,52.0580894193959,48.51409663805517,52.363553578864526,55.37023221448518
CWAN,Technology,Year,52.008066548533364,81.40713839948899,49.8060857786142,50.76900997182927,65.18047852875253,51.05824234520554,59.40529530702118,52.61727132449593,51.4741735431798,49.96016360458372,52.47757889363413,52.1145694633373,48.74433449545749,52.36460149264322,55.359665152891026
INFU,Healthcare,Year,52.118617437121564,93.21049929307014,48.32523651955481,49.55878596751953,33.759792344555095,52.56327321779469,52.73147372785944,52.27914926013355,56.46504188672519,51.54530944324414,53.78532944054241,53.26031241159412,46.986619037679915,53.88525592590277,55.34655593437229
INOD,Technology,Year,52.156754052726995,90.8025110182858,49.38273873405499,50.14545542085235,40.16776110948159,50.7473969828799,61.800319612640195,53.7776007522382,52.0753611768231,51.177606250845756,52.515083719775475,52.08629182059159,49.3295735360399,52.36467349551539,55.33135548863966
