Label,contextRef,unitRef,Dec,Prec,Lang,Value
dei:AmendmentFlag
dei:DocumentFiscalYearFocus
dei:DocumentFiscalPeriodFocus
dei:EntityCentralIndexKey
dei:CurrentFiscalYearEndDate
us-gaap:RevenueRemainingPerformanceObligationExpectedTimingOfSatisfactionPeriod1
us-gaap:RevenueRemainingPerformanceObligationPercentage
us-gaap:RevenueRemainingPerformanceObligationExpectedTimingOfSatisfactionPeriod1
us-gaap:RevenueRemainingPerformanceObligationPercentage
us-gaap:RevenueRemainingPerformanceObligationExpectedTimingOfSatisfactionPeriod1
us-gaap:RevenueRemainingPerformanceObligationPercentage
us-gaap:RevenueRemainingPerformanceObligationExpectedTimingOfSatisfactionPeriod1
us-gaap:RevenueRemainingPerformanceObligationPercentage
us-gaap:HedgedAssetStatementOfFinancialPositionExtensibleEnumeration
us-gaap:HedgedAssetStatementOfFinancialPositionExtensibleEnumeration
us-gaap:HedgedLiabilityStatementOfFinancialPositionExtensibleEnumeration
us-gaap:HedgedLiabilityStatementOfFinancialPositionExtensibleEnumeration
dei:DocumentType
dei:DocumentQuarterlyReport
dei:DocumentPeriodEndDate
dei:DocumentTransitionReport
dei:EntityFileNumber
dei:EntityRegistrantName
dei:EntityIncorporationStateCountryCode
dei:EntityTaxIdentificationNumber
dei:EntityAddressAddressLine1
dei:EntityAddressCityOrTown
dei:EntityAddressStateOrProvince
dei:EntityAddressPostalZipCode
dei:CityAreaCode
dei:LocalPhoneNumber
dei:Security12bTitle
dei:TradingSymbol
dei:SecurityExchangeName
dei:Security12bTitle
dei:NoTradingSymbolFlag
dei:SecurityExchangeName
dei:Security12bTitle
dei:NoTradingSymbolFlag
dei:SecurityExchangeName
dei:Security12bTitle
dei:NoTradingSymbolFlag
dei:SecurityExchangeName
dei:Security12bTitle
dei:NoTradingSymbolFlag
dei:SecurityExchangeName
dei:Security12bTitle
dei:NoTradingSymbolFlag
dei:SecurityExchangeName
dei:Security12bTitle
dei:NoTradingSymbolFlag
dei:SecurityExchangeName
dei:Security12bTitle
dei:NoTradingSymbolFlag
dei:SecurityExchangeName
dei:Security12bTitle
dei:NoTradingSymbolFlag
dei:SecurityExchangeName
dei:Security12bTitle
dei:NoTradingSymbolFlag
dei:SecurityExchangeName
dei:EntityCurrentReportingStatus
dei:EntityInteractiveDataCurrent
dei:EntityFilerCategory
dei:EntitySmallBusiness
dei:EntityEmergingGrowthCompany
dei:EntityShellCompany
dei:EntityCommonStockSharesOutstanding
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax
us-gaap:CostOfGoodsAndServicesSold
us-gaap:CostOfGoodsAndServicesSold
us-gaap:CostOfGoodsAndServicesSold
us-gaap:CostOfGoodsAndServicesSold
us-gaap:CostOfGoodsAndServicesSold
us-gaap:CostOfGoodsAndServicesSold
us-gaap:CostOfGoodsAndServicesSold
us-gaap:CostOfGoodsAndServicesSold
us-gaap:CostOfGoodsAndServicesSold
us-gaap:CostOfGoodsAndServicesSold
us-gaap:CostOfGoodsAndServicesSold
us-gaap:CostOfGoodsAndServicesSold
us-gaap:GrossProfit
us-gaap:GrossProfit
us-gaap:GrossProfit
us-gaap:GrossProfit
us-gaap:ResearchAndDevelopmentExpense
us-gaap:ResearchAndDevelopmentExpense
us-gaap:ResearchAndDevelopmentExpense
us-gaap:ResearchAndDevelopmentExpense
us-gaap:SellingGeneralAndAdministrativeExpense
us-gaap:SellingGeneralAndAdministrativeExpense
us-gaap:SellingGeneralAndAdministrativeExpense
us-gaap:SellingGeneralAndAdministrativeExpense
us-gaap:OperatingExpenses
us-gaap:OperatingExpenses
us-gaap:OperatingExpenses
us-gaap:OperatingExpenses
us-gaap:OperatingIncomeLoss
us-gaap:OperatingIncomeLoss
us-gaap:OperatingIncomeLoss
us-gaap:OperatingIncomeLoss
us-gaap:NonoperatingIncomeExpense
us-gaap:NonoperatingIncomeExpense
us-gaap:NonoperatingIncomeExpense
us-gaap:NonoperatingIncomeExpense
us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest
us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest
us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest
us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest
us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxExpenseBenefit
us-gaap:IncomeTaxExpenseBenefit
us-gaap:NetIncomeLoss
us-gaap:NetIncomeLoss
us-gaap:NetIncomeLoss
us-gaap:NetIncomeLoss
us-gaap:EarningsPerShareBasic
us-gaap:EarningsPerShareBasic
us-gaap:EarningsPerShareBasic
us-gaap:EarningsPerShareBasic
us-gaap:EarningsPerShareDiluted
us-gaap:EarningsPerShareDiluted
us-gaap:EarningsPerShareDiluted
us-gaap:EarningsPerShareDiluted
us-gaap:WeightedAverageNumberOfSharesOutstandingBasic
us-gaap:WeightedAverageNumberOfSharesOutstandingBasic
us-gaap:WeightedAverageNumberOfSharesOutstandingBasic
us-gaap:WeightedAverageNumberOfSharesOutstandingBasic
us-gaap:WeightedAverageNumberOfDilutedSharesOutstanding
us-gaap:WeightedAverageNumberOfDilutedSharesOutstanding
us-gaap:WeightedAverageNumberOfDilutedSharesOutstanding
us-gaap:WeightedAverageNumberOfDilutedSharesOutstanding
us-gaap:NetIncomeLoss
us-gaap:NetIncomeLoss
us-gaap:NetIncomeLoss
us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax
us-gaap:OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax
us-gaap:OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax
us-gaap:OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax
aapl:OtherComprehensiveIncomeLossDerivativeInstrumentGainLossbeforeReclassificationafterTax
aapl:OtherComprehensiveIncomeLossDerivativeInstrumentGainLossbeforeReclassificationafterTax
aapl:OtherComprehensiveIncomeLossDerivativeInstrumentGainLossbeforeReclassificationafterTax
aapl:OtherComprehensiveIncomeLossDerivativeInstrumentGainLossbeforeReclassificationafterTax
aapl:OtherComprehensiveIncomeLossDerivativeInstrumentGainLossReclassificationAfterTax
aapl:OtherComprehensiveIncomeLossDerivativeInstrumentGainLossReclassificationAfterTax
aapl:OtherComprehensiveIncomeLossDerivativeInstrumentGainLossReclassificationAfterTax
aapl:OtherComprehensiveIncomeLossDerivativeInstrumentGainLossReclassificationAfterTax
aapl:OtherComprehensiveIncomeLossDerivativeInstrumentGainLossafterReclassificationandTax
aapl:OtherComprehensiveIncomeLossDerivativeInstrumentGainLossafterReclassificationandTax
aapl:OtherComprehensiveIncomeLossDerivativeInstrumentGainLossafterReclassificationandTax
aapl:OtherComprehensiveIncomeLossDerivativeInstrumentGainLossafterReclassificationandTax
us-gaap:OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax
us-gaap:OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax
us-gaap:OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax
us-gaap:OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax
us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax
us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax
us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax
us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax
us-gaap:OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax
us-gaap:OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax
us-gaap:OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax
us-gaap:OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax
us-gaap:OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent
us-gaap:OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent
us-gaap:OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent
us-gaap:OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent
us-gaap:ComprehensiveIncomeNetOfTax
us-gaap:ComprehensiveIncomeNetOfTax
us-gaap:ComprehensiveIncomeNetOfTax
us-gaap:ComprehensiveIncomeNetOfTax
us-gaap:CashAndCashEquivalentsAtCarryingValue
us-gaap:CashAndCashEquivalentsAtCarryingValue
us-gaap:MarketableSecuritiesCurrent
us-gaap:MarketableSecuritiesCurrent
us-gaap:AccountsReceivableNetCurrent
us-gaap:AccountsReceivableNetCurrent
us-gaap:InventoryNet
us-gaap:InventoryNet
us-gaap:NontradeReceivablesCurrent
us-gaap:NontradeReceivablesCurrent
us-gaap:OtherAssetsCurrent
us-gaap:OtherAssetsCurrent
us-gaap:AssetsCurrent
us-gaap:AssetsCurrent
us-gaap:MarketableSecuritiesNoncurrent
us-gaap:MarketableSecuritiesNoncurrent
us-gaap:PropertyPlantAndEquipmentNet
us-gaap:PropertyPlantAndEquipmentNet
us-gaap:OtherAssetsNoncurrent
us-gaap:OtherAssetsNoncurrent
us-gaap:AssetsNoncurrent
us-gaap:AssetsNoncurrent
us-gaap:Assets
us-gaap:Assets
us-gaap:AccountsPayableCurrent
us-gaap:AccountsPayableCurrent
us-gaap:OtherLiabilitiesCurrent
us-gaap:OtherLiabilitiesCurrent
us-gaap:ContractWithCustomerLiabilityCurrent
us-gaap:ContractWithCustomerLiabilityCurrent
us-gaap:CommercialPaper
us-gaap:CommercialPaper
us-gaap:LongTermDebtCurrent
us-gaap:LongTermDebtCurrent
us-gaap:LiabilitiesCurrent
us-gaap:LiabilitiesCurrent
us-gaap:LongTermDebtNoncurrent
us-gaap:LongTermDebtNoncurrent
us-gaap:OtherLiabilitiesNoncurrent
us-gaap:OtherLiabilitiesNoncurrent
us-gaap:LiabilitiesNoncurrent
us-gaap:LiabilitiesNoncurrent
us-gaap:Liabilities
us-gaap:Liabilities
us-gaap:CommitmentsAndContingencies
us-gaap:CommitmentsAndContingencies
us-gaap:CommonStockParOrStatedValuePerShare
us-gaap:CommonStockParOrStatedValuePerShare
us-gaap:CommonStockSharesAuthorized
us-gaap:CommonStockSharesAuthorized
us-gaap:CommonStockSharesIssued
us-gaap:CommonStockSharesOutstanding
us-gaap:CommonStockSharesIssued
us-gaap:CommonStockSharesOutstanding
us-gaap:CommonStocksIncludingAdditionalPaidInCapital
us-gaap:CommonStocksIncludingAdditionalPaidInCapital
us-gaap:RetainedEarningsAccumulatedDeficit
us-gaap:RetainedEarningsAccumulatedDeficit
us-gaap:AccumulatedOtherComprehensiveIncomeLossNetOfTax
us-gaap:AccumulatedOtherComprehensiveIncomeLossNetOfTax
us-gaap:StockholdersEquity
us-gaap:StockholdersEquity
us-gaap:LiabilitiesAndStockholdersEquity
us-gaap:LiabilitiesAndStockholdersEquity
us-gaap:StockholdersEquity
us-gaap:StockholdersEquity
us-gaap:StockholdersEquity
us-gaap:StockholdersEquity
us-gaap:StockholdersEquity
us-gaap:StockholdersEquity
us-gaap:StockholdersEquity
us-gaap:StockholdersEquity
us-gaap:StockIssuedDuringPeriodValueNewIssues
us-gaap:StockIssuedDuringPeriodValueNewIssues
us-gaap:StockIssuedDuringPeriodValueNewIssues
us-gaap:StockIssuedDuringPeriodValueNewIssues
us-gaap:AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation
us-gaap:AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation
us-gaap:AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation
us-gaap:AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation
us-gaap:AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue
us-gaap:AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue
us-gaap:AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue
us-gaap:AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue
us-gaap:StockholdersEquity
us-gaap:StockholdersEquity
us-gaap:StockholdersEquity
us-gaap:StockholdersEquity
us-gaap:StockholdersEquity
us-gaap:StockholdersEquity
us-gaap:StockholdersEquity
us-gaap:StockholdersEquity
us-gaap:NetIncomeLoss
us-gaap:NetIncomeLoss
us-gaap:NetIncomeLoss
us-gaap:NetIncomeLoss
us-gaap:Dividends
us-gaap:Dividends
us-gaap:Dividends
us-gaap:Dividends
us-gaap:AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation
us-gaap:AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation
us-gaap:AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation
us-gaap:AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation
us-gaap:StockRepurchasedAndRetiredDuringPeriodValue
us-gaap:StockRepurchasedAndRetiredDuringPeriodValue
us-gaap:StockRepurchasedAndRetiredDuringPeriodValue
us-gaap:StockRepurchasedAndRetiredDuringPeriodValue
us-gaap:StockholdersEquity
us-gaap:StockholdersEquity
us-gaap:StockholdersEquity
us-gaap:StockholdersEquity
us-gaap:StockholdersEquity
us-gaap:StockholdersEquity
us-gaap:StockholdersEquity
us-gaap:StockholdersEquity
us-gaap:OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent
us-gaap:OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent
us-gaap:OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent
us-gaap:OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent
us-gaap:StockholdersEquity
us-gaap:StockholdersEquity
us-gaap:StockholdersEquity
us-gaap:StockholdersEquity
us-gaap:StockholdersEquity
us-gaap:StockholdersEquity
us-gaap:StockholdersEquity
us-gaap:StockholdersEquity
us-gaap:CommonStockDividendsPerShareDeclared
us-gaap:CommonStockDividendsPerShareDeclared
us-gaap:CommonStockDividendsPerShareDeclared
us-gaap:CommonStockDividendsPerShareDeclared
us-gaap:CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents
us-gaap:CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents
us-gaap:NetIncomeLoss
us-gaap:NetIncomeLoss
us-gaap:DepreciationDepletionAndAmortization
us-gaap:DepreciationDepletionAndAmortization
us-gaap:ShareBasedCompensation
us-gaap:ShareBasedCompensation
us-gaap:OtherNoncashIncomeExpense
us-gaap:OtherNoncashIncomeExpense
us-gaap:IncreaseDecreaseInAccountsReceivable
us-gaap:IncreaseDecreaseInAccountsReceivable
us-gaap:IncreaseDecreaseInInventories
us-gaap:IncreaseDecreaseInInventories
us-gaap:IncreaseDecreaseInOtherReceivables
us-gaap:IncreaseDecreaseInOtherReceivables
us-gaap:IncreaseDecreaseInOtherOperatingAssets
us-gaap:IncreaseDecreaseInOtherOperatingAssets
us-gaap:IncreaseDecreaseInAccountsPayable
us-gaap:IncreaseDecreaseInAccountsPayable
us-gaap:IncreaseDecreaseInOtherOperatingLiabilities
us-gaap:IncreaseDecreaseInOtherOperatingLiabilities
us-gaap:NetCashProvidedByUsedInOperatingActivities
us-gaap:NetCashProvidedByUsedInOperatingActivities
us-gaap:PaymentsToAcquireAvailableForSaleSecuritiesDebt
us-gaap:PaymentsToAcquireAvailableForSaleSecuritiesDebt
us-gaap:ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities
us-gaap:ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities
us-gaap:ProceedsFromSaleOfAvailableForSaleSecuritiesDebt
us-gaap:ProceedsFromSaleOfAvailableForSaleSecuritiesDebt
us-gaap:PaymentsToAcquirePropertyPlantAndEquipment
us-gaap:PaymentsToAcquirePropertyPlantAndEquipment
us-gaap:PaymentsForProceedsFromOtherInvestingActivities
us-gaap:PaymentsForProceedsFromOtherInvestingActivities
us-gaap:NetCashProvidedByUsedInInvestingActivities
us-gaap:NetCashProvidedByUsedInInvestingActivities
us-gaap:PaymentsRelatedToTaxWithholdingForShareBasedCompensation
us-gaap:PaymentsRelatedToTaxWithholdingForShareBasedCompensation
us-gaap:PaymentsOfDividends
us-gaap:PaymentsOfDividends
us-gaap:PaymentsForRepurchaseOfCommonStock
us-gaap:PaymentsForRepurchaseOfCommonStock
